COD_LUGAR_ALMAC;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;PROMOCION_LOTE;
162;37;17;158;9978450;TO_DATE('2013-04-27','YYYY-MM-DD');0.0;
162;37;19;101;231897;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
162;37;22;69;8823239;TO_DATE('2013-10-08','YYYY-MM-DD');0.0;
162;37;23;144;1069468;TO_DATE('2013-06-21','YYYY-MM-DD');0.0;
162;37;30;125;4147627;TO_DATE('2014-02-27','YYYY-MM-DD');0.0;
162;39;14;18;6368918;TO_DATE('2014-03-30','YYYY-MM-DD');0.0;
162;39;25;157;6667941;TO_DATE('2013-12-12','YYYY-MM-DD');0.0;
162;39;29;164;7614852;TO_DATE('2013-07-10','YYYY-MM-DD');0.0;
162;40;16;188;6293119;TO_DATE('2014-03-12','YYYY-MM-DD');0.0;
162;40;21;162;5927693;TO_DATE('2013-06-19','YYYY-MM-DD');0.0;
162;40;22;138;9156855;TO_DATE('2013-12-19','YYYY-MM-DD');0.0;
162;40;26;38;6117071;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
162;43;16;159;4954989;TO_DATE('2014-03-19','YYYY-MM-DD');0.0;
162;43;18;36;6445375;TO_DATE('2013-05-07','YYYY-MM-DD');0.0;
162;43;20;194;1099558;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
162;44;13;154;244127;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
162;44;15;136;3165127;TO_DATE('2013-08-14','YYYY-MM-DD');0.0;
162;44;21;104;4502581;TO_DATE('2013-11-06','YYYY-MM-DD');0.0;
162;44;22;144;84347;TO_DATE('2013-07-15','YYYY-MM-DD');0.0;
162;44;23;176;2469350;TO_DATE('2013-11-24','YYYY-MM-DD');0.0;
162;44;26;24;7364407;TO_DATE('2013-05-10','YYYY-MM-DD');0.0;
162;46;11;103;7202164;TO_DATE('2013-06-12','YYYY-MM-DD');0.0;
162;46;13;91;111887;TO_DATE('2014-03-31','YYYY-MM-DD');0.0;
162;46;16;17;8874041;TO_DATE('2013-05-03','YYYY-MM-DD');0.0;
162;46;18;68;5498577;TO_DATE('2013-07-07','YYYY-MM-DD');0.0;
162;46;20;165;9270992;TO_DATE('2014-03-27','YYYY-MM-DD');0.0;
162;46;23;156;1856621;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
162;46;26;101;1644692;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
162;47;11;177;8510551;TO_DATE('2013-07-11','YYYY-MM-DD');0.0;
162;47;14;194;5074588;TO_DATE('2013-06-27','YYYY-MM-DD');0.0;
162;47;17;124;9840739;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
162;47;18;46;8770689;TO_DATE('2013-11-08','YYYY-MM-DD');0.0;
162;47;19;50;9311279;TO_DATE('2014-03-02','YYYY-MM-DD');0.0;
162;47;21;88;3947845;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
162;47;29;98;1748892;TO_DATE('2013-05-09','YYYY-MM-DD');0.0;
162;49;15;17;8603790;TO_DATE('2014-01-10','YYYY-MM-DD');0.0;
162;50;15;82;8490606;TO_DATE('2013-05-20','YYYY-MM-DD');0.0;
164;1;13;143;1044940;TO_DATE('2014-03-13','YYYY-MM-DD');0.0;
164;1;16;153;3648514;TO_DATE('2013-11-09','YYYY-MM-DD');0.0;
164;1;20;23;2782524;TO_DATE('2014-04-08','YYYY-MM-DD');0.0;
164;1;21;85;5210049;TO_DATE('2013-11-02','YYYY-MM-DD');0.0;
164;1;22;26;1193905;TO_DATE('2013-07-03','YYYY-MM-DD');0.0;
164;2;12;168;3381231;TO_DATE('2013-07-16','YYYY-MM-DD');0.0;
164;2;19;73;6297496;TO_DATE('2013-06-22','YYYY-MM-DD');0.0;
164;2;20;3;4615350;TO_DATE('2014-03-18','YYYY-MM-DD');0.0;
164;2;26;142;4887257;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
164;6;14;180;2124956;TO_DATE('2013-11-15','YYYY-MM-DD');0.0;
164;6;19;90;812180;TO_DATE('2013-04-26','YYYY-MM-DD');0.0;
164;6;23;130;705935;TO_DATE('2014-02-12','YYYY-MM-DD');0.0;
164;7;13;175;8079510;TO_DATE('2014-03-17','YYYY-MM-DD');0.0;
164;7;15;147;5731723;TO_DATE('2013-09-15','YYYY-MM-DD');0.0;
164;7;20;167;5571874;TO_DATE('2014-04-09','YYYY-MM-DD');0.0;
164;7;21;10;670011;TO_DATE('2014-02-25','YYYY-MM-DD');0.0;
164;7;25;13;5986788;TO_DATE('2014-03-13','YYYY-MM-DD');0.0;
164;7;26;96;7533687;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
164;11;14;112;6606471;TO_DATE('2013-07-25','YYYY-MM-DD');0.0;
164;11;16;24;6219670;TO_DATE('2013-04-25','YYYY-MM-DD');0.0;
164;11;17;131;18743;TO_DATE('2013-07-23','YYYY-MM-DD');0.0;
164;11;24;52;3348681;TO_DATE('2013-06-06','YYYY-MM-DD');0.0;
164;13;13;126;2702562;TO_DATE('2013-06-26','YYYY-MM-DD');0.0;
164;13;15;33;9645209;TO_DATE('2013-10-19','YYYY-MM-DD');0.0;
164;13;17;83;2629888;TO_DATE('2013-09-08','YYYY-MM-DD');0.0;
164;13;23;70;8155350;TO_DATE('2013-08-14','YYYY-MM-DD');0.0;
164;13;26;39;8033810;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
164;17;11;102;889367;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
164;17;17;40;1392149;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
164;17;19;105;4326973;TO_DATE('2014-01-28','YYYY-MM-DD');0.0;
164;17;24;51;5431700;TO_DATE('2014-04-09','YYYY-MM-DD');0.0;
164;17;26;22;7086640;TO_DATE('2013-11-29','YYYY-MM-DD');0.0;
164;17;28;119;6079237;TO_DATE('2013-07-11','YYYY-MM-DD');0.0;
164;19;16;119;2944962;TO_DATE('2013-10-28','YYYY-MM-DD');0.0;
164;19;19;162;6404813;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
164;19;20;103;5298646;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
164;19;24;200;4646892;TO_DATE('2014-03-15','YYYY-MM-DD');0.0;
164;22;12;101;2349333;TO_DATE('2014-01-12','YYYY-MM-DD');0.0;
164;22;13;40;4598666;TO_DATE('2013-07-14','YYYY-MM-DD');0.0;
164;22;20;136;2277386;TO_DATE('2013-09-10','YYYY-MM-DD');0.0;
164;24;19;86;6713975;TO_DATE('2014-02-12','YYYY-MM-DD');0.0;
164;25;13;152;8531665;TO_DATE('2013-12-22','YYYY-MM-DD');0.0;
164;25;14;172;9405624;TO_DATE('2013-06-17','YYYY-MM-DD');0.0;
164;25;15;97;5794160;TO_DATE('2013-10-14','YYYY-MM-DD');0.0;
164;25;22;109;1822255;TO_DATE('2013-06-21','YYYY-MM-DD');0.0;
164;28;23;44;1244511;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
164;31;13;17;1276949;TO_DATE('2014-02-05','YYYY-MM-DD');0.0;
164;31;15;193;5807633;TO_DATE('2013-07-05','YYYY-MM-DD');0.0;
164;31;16;179;2957393;TO_DATE('2013-07-15','YYYY-MM-DD');0.0;
164;31;24;191;8787158;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
164;32;12;81;7968407;TO_DATE('2013-04-28','YYYY-MM-DD');0.0;
164;32;16;33;7857482;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
164;32;30;69;1295194;TO_DATE('2013-09-10','YYYY-MM-DD');0.0;
164;35;11;148;1705056;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
164;35;12;95;5477093;TO_DATE('2014-01-15','YYYY-MM-DD');0.0;
164;35;15;64;1140655;TO_DATE('2014-01-14','YYYY-MM-DD');0.0;
164;35;20;68;5974733;TO_DATE('2013-06-12','YYYY-MM-DD');0.0;
164;35;22;149;5945118;TO_DATE('2014-02-16','YYYY-MM-DD');0.0;
164;35;23;200;7993466;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
164;35;25;10;310347;TO_DATE('2014-02-02','YYYY-MM-DD');0.0;
164;35;26;169;8456225;TO_DATE('2014-03-24','YYYY-MM-DD');0.0;
164;37;14;16;1605254;TO_DATE('2014-03-15','YYYY-MM-DD');0.0;
164;37;20;179;627265;TO_DATE('2013-07-29','YYYY-MM-DD');0.0;
164;41;11;200;2076624;TO_DATE('2014-04-27','YYYY-MM-DD');0.0;
164;41;26;169;7358146;TO_DATE('2013-11-07','YYYY-MM-DD');0.0;
164;47;20;114;1488535;TO_DATE('2013-08-29','YYYY-MM-DD');0.0;
164;47;27;54;235198;TO_DATE('2013-05-15','YYYY-MM-DD');0.0;
164;47;30;82;7794791;TO_DATE('2014-03-26','YYYY-MM-DD');0.0;
167;1;20;129;9162163;TO_DATE('2013-05-26','YYYY-MM-DD');0.0;
167;1;23;185;5545191;TO_DATE('2014-02-24','YYYY-MM-DD');0.0;
167;1;25;82;3168342;TO_DATE('2013-05-14','YYYY-MM-DD');0.0;
167;1;30;136;2914682;TO_DATE('2013-12-26','YYYY-MM-DD');0.0;
167;2;26;116;8548070;TO_DATE('2014-03-19','YYYY-MM-DD');0.0;
167;2;28;128;3204135;TO_DATE('2013-07-06','YYYY-MM-DD');0.0;
167;3;22;164;8146348;TO_DATE('2014-01-12','YYYY-MM-DD');0.0;
167;3;26;58;44683;TO_DATE('2013-12-22','YYYY-MM-DD');0.0;
167;5;11;32;3016865;TO_DATE('2013-06-08','YYYY-MM-DD');0.0;
167;5;20;170;8552961;TO_DATE('2013-12-10','YYYY-MM-DD');0.0;
167;5;22;39;9536002;TO_DATE('2013-11-28','YYYY-MM-DD');0.0;
167;5;23;165;7787555;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
167;5;25;199;9625636;TO_DATE('2013-10-05','YYYY-MM-DD');0.0;
167;5;29;154;8561589;TO_DATE('2014-01-21','YYYY-MM-DD');0.0;
167;5;30;56;8247147;TO_DATE('2013-09-17','YYYY-MM-DD');0.0;
167;7;20;149;4257422;TO_DATE('2013-09-24','YYYY-MM-DD');0.0;
167;7;22;55;6671504;TO_DATE('2013-05-26','YYYY-MM-DD');0.0;
167;7;26;74;9788792;TO_DATE('2013-11-09','YYYY-MM-DD');0.0;
167;7;30;173;3230097;TO_DATE('2014-01-15','YYYY-MM-DD');0.0;
167;10;11;30;2511204;TO_DATE('2013-12-29','YYYY-MM-DD');0.0;
167;10;12;136;3137827;TO_DATE('2013-09-20','YYYY-MM-DD');0.0;
167;10;20;134;7260227;TO_DATE('2013-07-25','YYYY-MM-DD');0.0;
167;10;22;183;872366;TO_DATE('2014-03-08','YYYY-MM-DD');0.0;
167;10;28;142;459077;TO_DATE('2014-04-20','YYYY-MM-DD');0.0;
167;11;14;197;9372926;TO_DATE('2013-12-09','YYYY-MM-DD');0.0;
167;11;30;117;3663980;TO_DATE('2014-02-15','YYYY-MM-DD');0.0;
167;14;16;3;2434415;TO_DATE('2013-05-25','YYYY-MM-DD');0.0;
167;14;18;31;6256175;TO_DATE('2013-04-28','YYYY-MM-DD');0.0;
167;14;25;2;9157352;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
167;17;12;43;9541859;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
167;17;19;114;1822002;TO_DATE('2013-08-21','YYYY-MM-DD');0.0;
167;17;20;49;699235;TO_DATE('2013-04-29','YYYY-MM-DD');0.0;
167;17;24;10;5513694;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
167;19;26;98;7540906;TO_DATE('2013-08-24','YYYY-MM-DD');0.0;
167;19;27;43;539388;TO_DATE('2013-06-06','YYYY-MM-DD');0.0;
167;32;19;174;6034870;TO_DATE('2013-10-17','YYYY-MM-DD');0.0;
167;32;23;72;7377864;TO_DATE('2014-01-16','YYYY-MM-DD');0.0;
167;32;27;29;2880068;TO_DATE('2014-02-06','YYYY-MM-DD');0.0;
167;32;29;169;821089;TO_DATE('2013-06-05','YYYY-MM-DD');0.0;
167;36;18;185;1424891;TO_DATE('2013-07-14','YYYY-MM-DD');0.0;
167;36;20;27;5205233;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
167;36;29;161;9348746;TO_DATE('2013-06-09','YYYY-MM-DD');0.0;
167;36;30;69;4096456;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
167;37;22;99;9016670;TO_DATE('2013-07-30','YYYY-MM-DD');0.0;
167;39;16;84;6844642;TO_DATE('2013-05-09','YYYY-MM-DD');0.0;
167;39;17;37;5411270;TO_DATE('2013-11-21','YYYY-MM-DD');0.0;
167;39;28;121;8654295;TO_DATE('2014-03-02','YYYY-MM-DD');0.0;
167;43;15;122;6849194;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
167;43;20;15;5547264;TO_DATE('2013-09-25','YYYY-MM-DD');0.0;
167;43;22;183;5979938;TO_DATE('2013-06-16','YYYY-MM-DD');0.0;
167;43;23;76;4111682;TO_DATE('2013-05-21','YYYY-MM-DD');0.0;
167;44;15;168;9798082;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
167;44;16;41;2011094;TO_DATE('2013-05-04','YYYY-MM-DD');0.0;
167;44;21;148;2561524;TO_DATE('2013-07-17','YYYY-MM-DD');0.0;
167;46;21;180;9097623;TO_DATE('2013-10-28','YYYY-MM-DD');0.0;
167;47;13;115;4995241;TO_DATE('2013-10-08','YYYY-MM-DD');0.0;
167;47;15;191;9692888;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
167;47;16;196;9136367;TO_DATE('2013-07-06','YYYY-MM-DD');0.0;
167;47;17;110;2930027;TO_DATE('2014-03-13','YYYY-MM-DD');0.0;
167;47;19;125;3367945;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
167;50;16;89;2164443;TO_DATE('2013-11-10','YYYY-MM-DD');0.0;
167;50;17;53;8942458;TO_DATE('2013-08-05','YYYY-MM-DD');0.0;
167;50;21;33;8364057;TO_DATE('2014-02-03','YYYY-MM-DD');0.0;
167;50;23;193;6532389;TO_DATE('2014-04-22','YYYY-MM-DD');0.0;
167;50;25;30;3659153;TO_DATE('2013-10-18','YYYY-MM-DD');0.0;
173;2;11;45;2540686;TO_DATE('2013-11-02','YYYY-MM-DD');0.0;
173;2;27;192;6625598;TO_DATE('2013-10-16','YYYY-MM-DD');0.0;
173;9;15;76;5787643;TO_DATE('2013-11-06','YYYY-MM-DD');0.0;
173;9;17;179;1901253;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
173;9;30;117;6364193;TO_DATE('2014-03-31','YYYY-MM-DD');0.0;
173;10;17;59;2281482;TO_DATE('2013-09-06','YYYY-MM-DD');0.0;
173;10;18;91;9083862;TO_DATE('2013-08-10','YYYY-MM-DD');0.0;
173;10;20;170;886721;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
173;10;23;93;4290918;TO_DATE('2013-09-02','YYYY-MM-DD');0.0;
173;19;12;171;3223141;TO_DATE('2014-04-14','YYYY-MM-DD');0.0;
173;19;24;174;5848093;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
173;19;30;110;989704;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
173;21;20;22;9123189;TO_DATE('2014-03-06','YYYY-MM-DD');0.0;
173;21;23;99;5425117;TO_DATE('2013-05-19','YYYY-MM-DD');0.0;
173;21;24;142;9251206;TO_DATE('2013-05-01','YYYY-MM-DD');0.0;
173;22;13;22;2895983;TO_DATE('2014-02-14','YYYY-MM-DD');0.0;
173;22;16;147;2540826;TO_DATE('2014-02-16','YYYY-MM-DD');0.0;
173;23;11;42;2512771;TO_DATE('2013-10-21','YYYY-MM-DD');0.0;
173;23;15;165;6784522;TO_DATE('2013-08-31','YYYY-MM-DD');0.0;
173;23;17;182;6652492;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
173;23;20;37;5755653;TO_DATE('2013-12-17','YYYY-MM-DD');0.0;
173;23;23;186;9065839;TO_DATE('2013-10-01','YYYY-MM-DD');0.0;
173;23;27;11;6650183;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
173;25;11;96;9318418;TO_DATE('2013-11-26','YYYY-MM-DD');0.0;
173;25;13;25;8843588;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
173;25;18;24;7260857;TO_DATE('2014-04-18','YYYY-MM-DD');0.0;
173;25;22;149;3668767;TO_DATE('2014-04-05','YYYY-MM-DD');0.0;
173;25;27;45;7118298;TO_DATE('2014-02-19','YYYY-MM-DD');0.0;
173;31;13;145;8546331;TO_DATE('2013-09-24','YYYY-MM-DD');0.0;
173;31;15;176;3262832;TO_DATE('2013-05-29','YYYY-MM-DD');0.0;
173;31;16;121;4660672;TO_DATE('2013-07-30','YYYY-MM-DD');0.0;
173;31;18;59;6959914;TO_DATE('2013-08-08','YYYY-MM-DD');0.0;
173;31;24;108;1354905;TO_DATE('2013-04-26','YYYY-MM-DD');0.0;
173;31;26;3;6769051;TO_DATE('2014-01-10','YYYY-MM-DD');0.0;
173;32;12;101;1990364;TO_DATE('2013-07-04','YYYY-MM-DD');0.0;
173;32;14;32;1466396;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
173;32;24;36;4310664;TO_DATE('2013-05-19','YYYY-MM-DD');0.0;
173;35;14;114;6658787;TO_DATE('2013-12-13','YYYY-MM-DD');0.0;
173;35;18;67;7097656;TO_DATE('2014-04-20','YYYY-MM-DD');0.0;
173;35;19;11;3511188;TO_DATE('2014-04-26','YYYY-MM-DD');0.0;
173;35;27;182;8288765;TO_DATE('2014-02-18','YYYY-MM-DD');0.0;
173;35;29;131;374497;TO_DATE('2014-03-21','YYYY-MM-DD');0.0;
173;41;13;10;3443591;TO_DATE('2014-01-17','YYYY-MM-DD');0.0;
173;41;19;107;5635557;TO_DATE('2014-02-05','YYYY-MM-DD');0.0;
173;41;24;3;3198614;TO_DATE('2013-06-15','YYYY-MM-DD');0.0;
173;41;25;116;418970;TO_DATE('2013-12-21','YYYY-MM-DD');0.0;
173;42;13;13;2225674;TO_DATE('2014-02-25','YYYY-MM-DD');0.0;
173;42;20;46;4653045;TO_DATE('2013-08-27','YYYY-MM-DD');0.0;
173;42;28;129;5547125;TO_DATE('2013-11-23','YYYY-MM-DD');0.0;
173;44;11;193;9671391;TO_DATE('2014-04-13','YYYY-MM-DD');0.0;
173;44;19;93;5814753;TO_DATE('2013-08-07','YYYY-MM-DD');0.0;
173;44;22;4;3191168;TO_DATE('2013-10-05','YYYY-MM-DD');0.0;
173;44;26;9;8901756;TO_DATE('2014-04-05','YYYY-MM-DD');0.0;
173;46;18;7;8245469;TO_DATE('2014-02-14','YYYY-MM-DD');0.0;
173;46;22;40;7651853;TO_DATE('2014-03-21','YYYY-MM-DD');0.0;
173;46;23;19;6344351;TO_DATE('2013-05-18','YYYY-MM-DD');0.0;
173;46;27;200;5868010;TO_DATE('2014-01-02','YYYY-MM-DD');0.0;
173;46;28;129;1121535;TO_DATE('2013-12-09','YYYY-MM-DD');0.0;
173;46;29;43;1219781;TO_DATE('2013-12-06','YYYY-MM-DD');0.0;
174;1;13;64;1061674;TO_DATE('2014-03-18','YYYY-MM-DD');0.0;
174;1;14;104;7446736;TO_DATE('2014-04-13','YYYY-MM-DD');0.0;
174;1;15;189;2507012;TO_DATE('2013-11-10','YYYY-MM-DD');0.0;
174;5;12;126;2853501;TO_DATE('2013-12-21','YYYY-MM-DD');0.0;
174;6;13;130;473882;TO_DATE('2013-10-07','YYYY-MM-DD');0.0;
174;6;18;79;1074986;TO_DATE('2013-12-28','YYYY-MM-DD');0.0;
174;6;30;45;7388202;TO_DATE('2013-12-12','YYYY-MM-DD');0.0;
174;8;14;125;173223;TO_DATE('2013-10-25','YYYY-MM-DD');0.0;
174;8;20;71;792582;TO_DATE('2014-03-10','YYYY-MM-DD');0.0;
174;8;22;180;2845336;TO_DATE('2013-10-31','YYYY-MM-DD');0.0;
174;8;25;22;1954936;TO_DATE('2014-02-20','YYYY-MM-DD');0.0;
174;8;27;116;8408449;TO_DATE('2013-10-19','YYYY-MM-DD');0.0;
174;8;29;139;9710119;TO_DATE('2014-03-20','YYYY-MM-DD');0.0;
174;12;17;188;2157443;TO_DATE('2013-09-11','YYYY-MM-DD');0.0;
174;12;19;8;707795;TO_DATE('2013-08-16','YYYY-MM-DD');0.0;
174;13;12;45;3728506;TO_DATE('2013-10-10','YYYY-MM-DD');0.0;
174;13;14;78;6029036;TO_DATE('2013-08-31','YYYY-MM-DD');0.0;
174;13;18;45;3012178;TO_DATE('2014-01-17','YYYY-MM-DD');0.0;
174;13;20;19;186268;TO_DATE('2013-11-16','YYYY-MM-DD');0.0;
174;13;23;44;4259304;TO_DATE('2014-03-30','YYYY-MM-DD');0.0;
174;13;24;112;3098761;TO_DATE('2013-10-04','YYYY-MM-DD');0.0;
174;13;26;85;3631836;TO_DATE('2013-09-26','YYYY-MM-DD');0.0;
174;18;12;55;4774880;TO_DATE('2013-09-01','YYYY-MM-DD');0.0;
174;18;15;86;6622658;TO_DATE('2013-09-01','YYYY-MM-DD');0.0;
174;18;16;128;7161135;TO_DATE('2014-01-02','YYYY-MM-DD');0.0;
174;18;17;122;3729199;TO_DATE('2014-02-21','YYYY-MM-DD');0.0;
174;18;18;95;4234108;TO_DATE('2013-12-08','YYYY-MM-DD');0.0;
174;18;19;58;8081195;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
174;18;23;26;4302067;TO_DATE('2014-03-27','YYYY-MM-DD');0.0;
174;18;24;3;556479;TO_DATE('2014-01-14','YYYY-MM-DD');0.0;
174;18;30;167;7839166;TO_DATE('2014-03-17','YYYY-MM-DD');0.0;
174;20;26;195;3296780;TO_DATE('2014-04-10','YYYY-MM-DD');0.0;
174;20;27;191;8807640;TO_DATE('2013-05-30','YYYY-MM-DD');0.0;
174;21;12;175;8244988;TO_DATE('2013-05-25','YYYY-MM-DD');0.0;
174;21;14;82;4401886;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
174;21;19;167;896958;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
174;21;20;152;5741700;TO_DATE('2013-12-22','YYYY-MM-DD');0.0;
174;21;21;143;5988023;TO_DATE('2014-01-01','YYYY-MM-DD');0.0;
174;21;24;50;865943;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
174;21;26;89;5101816;TO_DATE('2014-02-02','YYYY-MM-DD');0.0;
174;22;11;76;3317100;TO_DATE('2013-12-24','YYYY-MM-DD');0.0;
174;22;13;2;3015558;TO_DATE('2013-08-05','YYYY-MM-DD');0.0;
174;22;20;74;8259450;TO_DATE('2013-10-23','YYYY-MM-DD');0.0;
174;24;15;12;7132967;TO_DATE('2014-02-13','YYYY-MM-DD');0.0;
174;24;18;108;7924591;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
174;24;23;120;3215096;TO_DATE('2013-05-03','YYYY-MM-DD');0.0;
174;24;25;3;3107062;TO_DATE('2013-05-24','YYYY-MM-DD');0.0;
174;24;26;127;6226794;TO_DATE('2013-09-03','YYYY-MM-DD');0.0;
174;24;27;16;6521429;TO_DATE('2014-02-11','YYYY-MM-DD');0.0;
174;24;29;10;3313319;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
174;26;15;173;1525304;TO_DATE('2013-08-21','YYYY-MM-DD');0.0;
174;26;21;37;3871597;TO_DATE('2013-09-05','YYYY-MM-DD');0.0;
174;26;22;54;8482635;TO_DATE('2013-11-06','YYYY-MM-DD');0.0;
174;26;28;27;5876923;TO_DATE('2013-08-30','YYYY-MM-DD');0.0;
174;27;11;182;5147621;TO_DATE('2013-12-31','YYYY-MM-DD');0.0;
174;27;17;175;4334552;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
174;27;22;123;784493;TO_DATE('2013-10-26','YYYY-MM-DD');0.0;
174;27;26;154;6405622;TO_DATE('2013-06-25','YYYY-MM-DD');0.0;
174;27;30;10;5851373;TO_DATE('2013-10-30','YYYY-MM-DD');0.0;
174;28;13;130;813247;TO_DATE('2013-10-25','YYYY-MM-DD');0.0;
174;28;20;73;186218;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
174;30;13;132;5756096;TO_DATE('2014-04-16','YYYY-MM-DD');0.0;
174;30;16;29;2681870;TO_DATE('2014-03-06','YYYY-MM-DD');0.0;
174;30;21;82;8909999;TO_DATE('2013-07-26','YYYY-MM-DD');0.0;
174;30;23;194;6117692;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
174;30;26;200;8423867;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
174;30;29;188;5523323;TO_DATE('2013-07-07','YYYY-MM-DD');0.0;
174;31;11;26;9566231;TO_DATE('2013-12-14','YYYY-MM-DD');0.0;
174;31;14;93;2776928;TO_DATE('2014-01-28','YYYY-MM-DD');0.0;
174;31;20;75;6543503;TO_DATE('2013-07-28','YYYY-MM-DD');0.0;
174;31;25;34;7891239;TO_DATE('2013-05-09','YYYY-MM-DD');0.0;
174;34;17;97;6139530;TO_DATE('2013-11-15','YYYY-MM-DD');0.0;
174;34;19;9;7319938;TO_DATE('2013-08-29','YYYY-MM-DD');0.0;
174;34;20;73;6846374;TO_DATE('2013-08-29','YYYY-MM-DD');0.0;
174;34;22;60;7717016;TO_DATE('2013-11-08','YYYY-MM-DD');0.0;
174;34;23;176;6271880;TO_DATE('2013-07-13','YYYY-MM-DD');0.0;
174;34;27;79;5249209;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
174;34;28;92;5459219;TO_DATE('2014-04-04','YYYY-MM-DD');0.0;
174;39;11;44;1969792;TO_DATE('2013-06-02','YYYY-MM-DD');0.0;
174;39;15;91;4163935;TO_DATE('2013-07-30','YYYY-MM-DD');0.0;
174;39;28;193;1959329;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
174;41;16;46;1790895;TO_DATE('2014-03-25','YYYY-MM-DD');0.0;
174;41;19;110;5950864;TO_DATE('2014-04-01','YYYY-MM-DD');0.0;
174;41;20;157;9383193;TO_DATE('2014-01-27','YYYY-MM-DD');0.0;
174;41;25;125;9331985;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
174;41;26;96;6855970;TO_DATE('2013-05-03','YYYY-MM-DD');0.0;
174;41;29;77;5739479;TO_DATE('2014-02-22','YYYY-MM-DD');0.0;
174;44;11;104;3952202;TO_DATE('2013-09-01','YYYY-MM-DD');0.0;
174;44;12;12;2521501;TO_DATE('2014-03-04','YYYY-MM-DD');0.0;
174;44;14;79;9832157;TO_DATE('2013-06-18','YYYY-MM-DD');0.0;
174;44;17;99;8232172;TO_DATE('2014-04-26','YYYY-MM-DD');0.0;
174;44;23;183;7146084;TO_DATE('2013-05-01','YYYY-MM-DD');0.0;
174;44;28;123;2893336;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
174;45;11;34;2417432;TO_DATE('2013-08-20','YYYY-MM-DD');0.0;
174;45;14;30;7677176;TO_DATE('2013-09-21','YYYY-MM-DD');0.0;
174;45;16;106;3632592;TO_DATE('2013-09-17','YYYY-MM-DD');0.0;
174;45;17;44;7510418;TO_DATE('2013-10-13','YYYY-MM-DD');0.0;
174;45;20;8;2951614;TO_DATE('2013-06-17','YYYY-MM-DD');0.0;
174;45;22;42;8499940;TO_DATE('2014-02-01','YYYY-MM-DD');0.0;
174;48;15;10;8248562;TO_DATE('2013-06-13','YYYY-MM-DD');0.0;
174;48;16;148;5740704;TO_DATE('2014-01-04','YYYY-MM-DD');0.0;
174;48;19;162;5359413;TO_DATE('2013-06-23','YYYY-MM-DD');0.0;
174;48;25;3;4360341;TO_DATE('2013-06-30','YYYY-MM-DD');0.0;
