COD_BODEGA;COD_PEDIDO;
2593;6615767;
2484;574608;
800;574608;
2709;574608;
4178;574608;
3075;4873558;
3087;4873558;
2841;4873558;
1458;4597363;
1473;4597363;
1839;4597363;
1079;4597363;
4027;4597363;
981;7363234;
1748;7363234;
516;7363234;
4446;7363234;
2315;512969;
1806;4442774;
3381;4442774;
3022;7194936;
4210;7194936;
1302;7194936;
2081;7194936;
2933;6951901;
1170;6951901;
153;6951901;
1521;6295629;
4494;6295629;
1897;6295629;
283;6295629;
1727;5169675;
1408;5169675;
4212;5169675;
3148;4337929;
1837;4337929;
4224;4337929;
2485;32360;
4167;32360;
4400;6313740;
3461;6313740;
148;6313740;
3839;1422957;
3817;1422957;
2220;1422957;
1783;1422957;
697;2036147;
810;2036147;
2759;2036147;
1761;2036147;
3765;2498155;
4318;2498155;
1021;8417894;
3934;8417894;
2584;8417894;
656;8417894;
2336;8417894;
2920;7778249;
2963;7778249;
2203;4198527;
1487;4198527;
3608;4198527;
62;9418767;
2057;9418767;
3194;9800212;
3314;9800212;
3046;9800212;
572;9800212;
4461;9800212;
2541;8757646;
733;8757646;
4394;8757646;
3844;8757646;
3792;4312761;
1372;4312761;
725;4676652;
1309;4676652;
589;7476269;
1342;7476269;
1161;7476269;
370;7476269;
2479;6732661;
807;6732661;
1765;6732661;
905;6732661;
346;6974954;
642;6974954;
2714;6042552;
2264;4348608;
2706;4348608;
4119;4348608;
3930;4348608;
552;4348608;
3905;5317250;
3414;5317250;
4241;3585346;
1819;3585346;
2775;3585346;
1901;3585346;
1981;3585346;
1401;1781290;
3191;1781290;
3935;1781290;
4028;9542931;
2850;9542931;
924;2318083;
656;2318083;
4272;2318083;
3786;2318083;
1227;2318083;
4067;2883289;
835;2883289;
1466;2883289;
2316;2883289;
1272;8867378;
1519;8867378;
2974;8867378;
4123;8867378;
2549;6349100;
4347;6349100;
3768;7675909;
2294;8282631;
1401;1714305;
4169;1714305;
490;980362;
143;980362;
3487;3286858;
2891;3286858;
2193;3286858;
915;3286858;
349;4751904;
2033;4751904;
3990;4751904;
1665;7042256;
702;9147959;
3378;9147959;
925;9231402;
3926;9231402;
2782;9231402;
222;9231402;
4199;9231402;
625;8780477;
2130;8780477;
1690;5812906;
3855;5812906;
548;5812906;
2444;5812906;
3338;6622229;
418;6622229;
1559;6622229;
952;1380906;
3039;1380906;
286;1380906;
3246;4936298;
1258;4936298;
2017;4936298;
3089;4851091;
4419;4851091;
2470;4851091;
1203;8741194;
2665;8741194;
1552;8741194;
1563;9832579;
1812;9832579;
2965;9832579;
3968;9832579;
3186;9832579;
1402;1250310;
1278;1454801;
3043;1454801;
2885;1454801;
2735;9449111;
890;9449111;
4114;9449111;
3039;9938066;
4269;9938066;
2356;9938066;
3009;5397493;
1361;5397493;
4480;7219174;
1653;7219174;
2882;7219174;
2505;87157;
339;9891664;
2511;9891664;
1146;23589;
3934;23589;
3282;23589;
837;7251836;
1050;7251836;
1895;7331607;
1189;7331607;
3300;7331607;
4351;7331607;
1706;6669590;
1387;6669590;
483;1824877;
2151;1824877;
4269;1824877;
870;2231513;
2443;2231513;
500;406244;
1892;406244;
3088;406244;
1051;406244;
2252;6230369;
3300;6230369;
3111;3739277;
2806;3739277;
4031;3739277;
2832;8148506;
663;4959391;
1708;4303955;
959;4303955;
2266;4303955;
1418;4303955;
4169;8293714;
1554;2746844;
511;2746844;
1945;2746844;
2560;2746844;
553;2746844;
2874;8765487;
3189;8765487;
1318;8765487;
3736;8765487;
1657;2796509;
558;7628893;
2509;4182556;
3077;4182556;
950;4182556;
2521;4182556;
1184;6548452;
4430;6548452;
2508;6548452;
2687;3180917;
4274;3180917;
3532;5533170;
4042;5533170;
1331;5533170;
4295;5533170;
4045;5533170;
1118;1246412;
980;1246412;
1409;1246412;
580;8604535;
1512;8604535;
4081;9294976;
1278;9294976;
1735;8275694;
2366;8275694;
4149;8275694;
953;8275694;
4008;9165644;
4359;4533761;
4188;4533761;
69;5051049;
106;5051049;
226;5051049;
612;5051049;
4242;401659;
2668;401659;
2496;401659;
3780;401659;
2361;3338894;
865;3338894;
3556;7961555;
4456;7961555;
818;7961555;
3675;7961555;
2183;5329459;
199;5329459;
2332;5329459;
1943;5546243;
242;5546243;
4223;5546243;
21;566730;
507;566730;
3096;566730;
2935;7707967;
3895;7707967;
1789;7707967;
4212;7707967;
3700;3132001;
2434;3132001;
4027;4844309;
4301;7223188;
201;7223188;
571;7223188;
4287;8693116;
2530;8693116;
2092;537151;
642;537151;
517;872182;
68;9975920;
2145;9975920;
1718;9975920;
1488;9975920;
3641;4724459;
167;1729378;
2400;1729378;
3727;1729378;
4259;1729378;
580;513494;
3558;513494;
2605;513494;
300;2039937;
449;1523164;
218;8265737;
79;8265737;
2168;6782694;
4178;6782694;
718;3259671;
2276;3259671;
2517;3259671;
2345;3259671;
3158;2039772;
1766;2039772;
33;8602841;
266;8602841;
1118;3587457;
3091;3587457;
3126;3587457;
2303;3587457;
1849;9071099;
380;9071099;
3350;3957804;
2275;3957804;
977;3957804;
2467;3957804;
4031;3323654;
2535;3323654;
4249;3323654;
2301;3323654;
2640;3323654;
2769;8846539;
2316;8846539;
1011;8846539;
1686;4986808;
1775;4986808;
1789;7712243;
948;7712243;
2976;7712243;
2093;6622356;
764;67777;
3495;67777;
2866;67777;
3959;67777;
4078;8766022;
4310;8766022;
3162;3296799;
1209;3296799;
2411;3296799;
3178;3296799;
1981;3296799;
3588;4267722;
1966;4267722;
593;4267722;
4274;4267722;
2706;8101749;
16;3620353;
2042;3620353;
708;3620353;
1114;3620353;
295;2379719;
266;2379719;
3686;2379719;
4309;2379719;
924;2379719;
3715;2068531;
1039;2068531;
4;8309518;
1030;8309518;
1947;8309518;
4219;2252006;
4296;2252006;
4056;2252006;
4349;2252006;
4212;2510620;
4428;2510620;
1859;2510620;
3356;4271123;
2678;4271123;
1380;4271123;
2753;7921618;
273;7921618;
298;7921618;
180;7921618;
4390;1603445;
366;2184493;
4323;2184493;
925;93689;
4405;93689;
1175;93689;
4186;93689;
952;1858176;
416;1858176;
2220;7036458;
289;7036458;
1969;7036458;
511;1398408;
2411;1398408;
3178;1398408;
14;1398408;
3394;5693762;
420;5693762;
3124;5693762;
1686;4234719;
4286;4234719;
3351;4234719;
1944;4234719;
3297;4234719;
722;6014660;
345;6014660;
4456;6014660;
3709;6014660;
3324;6014660;
2317;6817139;
2599;6817139;
3038;7231265;
3473;7231265;
3694;676564;
525;676564;
488;676564;
2472;676564;
3734;1812580;
4086;1812580;
1949;1812580;
395;1812580;
3285;1812580;
3800;4907441;
3407;4907441;
1510;2996648;
4134;2996648;
3823;2996648;
2371;2996648;
766;2095676;
777;8556487;
3712;8556487;
3256;5763533;
1395;3708234;
3662;3708234;
1281;3708234;
3746;7276894;
2712;7276894;
488;7190358;
2181;7190358;
4131;7190358;
3310;7190358;
4364;2922609;
2299;2922609;
1632;2922609;
3535;2922609;
3810;2922609;
2139;19763;
1900;19763;
2431;19763;
20;2488903;
2086;2488903;
4439;2488903;
988;2488903;
1711;9271733;
725;3459284;
2129;3459284;
1251;3459284;
3346;9596659;
277;4055227;
1594;4055227;
2637;4055227;
1193;4055227;
1276;4055227;
2411;2569844;
2714;2569844;
700;7607821;
768;7607821;
2897;7607821;
3049;7607821;
1669;9672594;
2746;8236855;
1918;8236855;
4072;534763;
1480;534763;
2114;534763;
3331;6791752;
280;6791752;
4079;5865909;
1361;5865909;
1207;5865909;
4239;3276051;
2610;3276051;
811;3276051;
312;9179577;
1897;9179577;
2250;296604;
1361;296604;
921;296604;
1415;296604;
2990;296604;
821;599547;
2385;599547;
2951;4691413;
2361;4691413;
3563;4691413;
2711;8325657;
1489;8325657;
2389;2121597;
4344;2121597;
3710;2121597;
3622;2121597;
704;1362054;
2876;1362054;
2817;1362054;
4338;1149602;
1936;1149602;
172;1149602;
3616;1149602;
3300;1013016;
2914;1013016;
1946;1013016;
694;5307366;
73;5307366;
1747;5307366;
1487;5666313;
2167;5666313;
1372;3379401;
3746;3379401;
125;3379401;
3668;5276205;
99;1242702;
344;1242702;
4486;4591318;
2733;4591318;
3687;4591318;
3763;6381898;
1323;6381898;
2499;6381898;
3786;6381898;
2494;7871491;
2346;7871491;
4306;7871491;
926;7512822;
96;7512822;
835;8832317;
600;8832317;
3121;4992854;
874;4992854;
2181;8736961;
2956;8736961;
3186;8736961;
2268;8736961;
2635;8736961;
1275;183139;
775;183139;
3941;183139;
3447;183139;
831;8001215;
170;8001215;
2693;8001215;
590;8001215;
2189;8001215;
1786;780287;
3825;780287;
3327;5165372;
885;5165372;
2308;5165372;
1838;6227774;
901;6227774;
3094;3830810;
4119;3830810;
2518;3830810;
3326;3830810;
814;6909626;
427;6909626;
4094;4902130;
3533;4902130;
4196;4902130;
1199;6478124;
1571;6478124;
3758;6478124;
4238;6478124;
1988;6478124;
2836;3789654;
2050;3789654;
2951;3789654;
3456;3789654;
1576;1866011;
2296;4880070;
4242;4880070;
2967;5438907;
1514;5866138;
2432;5696827;
901;5696827;
1033;5696827;
4389;6143643;
1944;6143643;
3381;6143643;
830;1631452;
4426;1631452;
1329;1631452;
216;1631452;
1636;503323;
2842;503323;
3111;9037166;
2075;9037166;
2175;9037166;
1060;9037166;
2584;4001505;
2272;4001505;
4434;4001505;
877;4001505;
1338;5265618;
472;3757357;
1473;3757357;
3844;3757357;
712;3757357;
178;3048071;
1709;2231766;
173;2196998;
4257;1610845;
407;1610845;
590;8601193;
3597;9846125;
2709;9846125;
2266;9846125;
2216;9846125;
3134;9773686;
3768;9773686;
4106;9773686;
3972;4815751;
4431;5994227;
3997;5994227;
2429;5994227;
1191;1252615;
4199;1252615;
1404;1252615;
3044;3679642;
906;3679642;
2004;3679642;
2769;3679642;
42;1813568;
4345;1813568;
1482;1813568;
1876;4247540;
3286;2451779;
864;2451779;
1504;2451779;
117;2574717;
2470;2574717;
185;2574717;
4117;5029409;
2334;5029409;
3461;5029409;
1422;4356737;
2638;4356737;
3863;3854491;
2211;3854491;
85;1333590;
1751;1333590;
3083;1333590;
2514;6066854;
790;6066854;
3810;6066854;
3067;1405544;
2021;1458954;
3997;1458954;
22;1458954;
2843;1458954;
4341;941657;
948;941657;
1888;941657;
2468;5839270;
1905;5124508;
1465;5124508;
735;6533774;
3848;3686551;
391;3686551;
2684;3686551;
2540;3686551;
170;9099977;
3724;9099977;
1904;9099977;
712;9099977;
1455;8972556;
577;8972556;
4472;8972556;
4497;8972556;
542;8972556;
1282;1448048;
2263;5207078;
1078;5207078;
2014;5207078;
1905;5207078;
1634;5207078;
2239;6096528;
2318;690681;
836;690681;
3609;690681;
2787;6058326;
179;6058326;
273;6058326;
3944;6058326;
2603;7367971;
2461;6487675;
561;6487675;
1977;6487675;
1327;6745583;
3075;7236048;
3810;7584987;
2268;6010636;
913;1798383;
1566;1798383;
1861;1798383;
729;3122628;
2017;3122628;
1275;3122628;
3932;9463972;
218;8395838;
4051;4597423;
186;4597423;
3158;4597423;
226;4597423;
1514;4597423;
2275;8615438;
2721;1313206;
1993;1313206;
3313;3863594;
2734;3655844;
790;3655844;
3145;3655844;
1922;9191671;
2933;9688138;
2110;9688138;
343;9688138;
1795;6365819;
1252;8153771;
691;8762119;
2437;674460;
636;6867327;
2003;6867327;
3603;6867327;
2964;6867327;
1037;6225524;
3679;6225524;
1939;6225524;
895;6225524;
2578;6225524;
572;2715426;
2190;2715426;
3283;2617126;
3102;2617126;
908;2617126;
1786;8950102;
4149;8950102;
3914;8950102;
186;3083913;
3098;3083913;
3216;3083913;
752;9310622;
1706;9310622;
3539;9310622;
1729;9110138;
2585;9110138;
496;2364624;
932;2364624;
769;2364624;
4269;2364624;
4036;558717;
81;1304204;
1904;1304204;
1608;5370719;
1702;5370719;
2235;4792130;
720;4792130;
453;4792130;
1281;4792130;
995;4792130;
2323;6557249;
2281;6557249;
4462;9841875;
2562;9841875;
2789;9841875;
3230;9841875;
787;9841875;
76;729043;
992;729043;
2450;729043;
420;729043;
2350;4290693;
2731;4290693;
3103;4290693;
94;9912149;
1776;32852;
4188;32852;
3604;32852;
1909;7560550;
4374;7560550;
3006;2768347;
3625;7342378;
3287;7342378;
994;6833734;
1576;6833734;
2245;6833734;
118;4756559;
3432;9605724;
3100;9605724;
285;9605724;
4126;9605724;
2885;9605724;
564;3737648;
1763;3737648;
2658;3737648;
2653;3737648;
328;3737648;
1594;191461;
3530;191461;
237;5928108;
2339;5928108;
1583;8967622;
702;8967622;
2712;8967622;
3721;5975490;
2166;5573864;
4077;5573864;
339;5573864;
4067;5573864;
4482;384009;
2866;2514369;
2361;2514369;
4417;2514369;
1946;2514369;
4013;4287320;
3940;4287320;
1414;4755406;
648;4755406;
4039;4755406;
127;4755406;
1485;4755406;
3621;4425601;
3211;4425601;
4362;4425601;
4446;4425601;
3211;473847;
4299;473847;
1562;473847;
1174;473847;
3;7688746;
3159;7688746;
4367;7688746;
2620;7688746;
3841;3151239;
2905;3151239;
3662;3151239;
2400;3151239;
3227;3151239;
3773;2333871;
28;1250393;
2623;1250393;
3977;1250393;
1671;1237921;
2395;1237921;
1336;1237921;
111;1237921;
3875;1237921;
2968;1705602;
569;1705602;
3395;1705602;
2920;1705602;
1875;1705602;
1645;9766236;
1362;9766236;
3032;1021197;
1204;1021197;
3380;7816866;
957;7816866;
192;7326847;
2755;7326847;
2638;7326847;
3236;7326847;
3219;9899283;
3902;9899283;
2441;9899283;
132;9899283;
2904;9899283;
2411;2465259;
439;2465259;
3928;3275627;
1967;3275627;
4298;3275627;
4423;3275627;
4240;3568088;
1737;1027551;
3641;1027551;
2095;1027551;
4026;1027551;
2820;4106530;
447;5515923;
4366;5515923;
4104;5515923;
107;4997239;
1802;9913711;
2536;9913711;
617;9913711;
3230;5890442;
2764;5890442;
90;297434;
1563;297434;
3928;8400173;
460;8400173;
246;8400173;
2329;8400173;
378;8400173;
218;8909402;
4402;8909402;
2678;6446864;
1286;6446864;
2844;6446864;
2131;7865235;
1663;7865235;
819;7865235;
3477;7865235;
4356;7865235;
4322;4968591;
1095;4968591;
158;5202840;
3530;5202840;
2029;6952139;
2622;6952139;
1035;3882024;
3897;3882024;
4259;3882024;
3808;3882024;
1407;3142065;
3080;3142065;
4364;3142065;
1999;3540086;
1980;3540086;
1174;3540086;
2981;3540086;
2461;4500045;
3091;4500045;
3188;4500045;
1958;4500045;
4274;3517023;
1394;3517023;
2943;9622628;
814;344045;
104;344045;
4245;344045;
3587;344045;
712;6965472;
2459;6965472;
2402;271043;
2946;271043;
488;5650488;
3912;5650488;
1881;1160373;
3097;1160373;
3941;1160373;
3350;196879;
2709;196879;
3138;196879;
3949;6516981;
2405;6516981;
3168;6516981;
1822;6516981;
2218;4956279;
2194;4956279;
4127;4956279;
1235;4485644;
2622;4485644;
1726;1323072;
3471;1323072;
3863;7144695;
3163;7144695;
3285;3811746;
1076;3811746;
1869;3629899;
103;3629899;
1695;6332145;
1125;6332145;
4472;6332145;
4088;6332145;
3986;5002937;
2994;5002937;
656;5002937;
1974;5002937;
735;5002937;
2854;5039394;
2990;5039394;
380;5039394;
3109;5039394;
91;5039394;
507;7212427;
4384;7212427;
932;7212427;
1051;7212427;
3112;7212427;
1827;7349662;
2055;7349662;
4244;5557401;
1669;5557401;
2246;5557401;
484;5557401;
2646;4744759;
154;4744759;
3927;4744759;
509;4744759;
4096;1963334;
493;1963334;
3949;1963334;
1144;1963334;
1343;1963334;
187;1068527;
800;1068527;
2861;1068527;
2117;1068527;
1957;2583504;
1120;2583504;
2226;2583504;
891;2583504;
1793;484068;
399;484068;
3778;484068;
2857;484068;
1696;777124;
14;473934;
1336;473934;
2700;9613997;
252;9613997;
3615;9613997;
1292;9613997;
806;9613997;
446;5536458;
2763;5536458;
1674;5536458;
2210;5536458;
1136;2110062;
2163;2110062;
436;2110062;
2140;2110062;
1513;9601899;
1107;9601899;
3693;9301234;
3487;9301234;
3230;9301234;
1007;8860572;
3457;8860572;
1727;8860572;
3094;8860572;
4058;8860572;
3841;3432766;
4374;3432766;
337;3432766;
2750;281635;
1489;281635;
235;281635;
1863;8740536;
1010;2990749;
2854;9131433;
2471;9131433;
790;9131433;
57;9928591;
66;9928591;
4352;9928591;
1015;9928591;
2481;9928591;
2895;5798568;
2948;5798568;
3343;5798568;
2209;5798568;
1859;1213838;
244;1213838;
519;1213838;
1428;1213838;
1895;1213838;
624;7826327;
3441;7826327;
2660;7826327;
1009;7826327;
999;7826327;
1042;4559739;
1902;4559739;
1725;3345466;
770;2585984;
3273;2585984;
3393;2585984;
1573;2585984;
1886;6484214;
615;6484214;
4038;6484214;
2680;4327654;
4086;1233016;
1993;1233016;
2740;7359669;
3662;7359669;
3186;7359669;
340;7359669;
4423;7359669;
641;2261977;
892;2261977;
4063;1100348;
4002;1100348;
3219;1100348;
1572;9936399;
629;9936399;
3563;9936399;
128;9936399;
1100;9936399;
1614;5268918;
3189;703079;
4228;703079;
1308;703079;
2285;703079;
92;7514763;
4347;7514763;
3586;7514763;
1600;7514763;
726;7514763;
338;6214854;
1821;6214854;
4080;6214854;
690;969387;
428;5781104;
1445;5781104;
1936;5781104;
2700;5781104;
2449;5781104;
1473;8899901;
1037;4467028;
1512;5163179;
4335;6426634;
4387;6426634;
2245;5650167;
2853;5650167;
2075;7115667;
4196;7115667;
3301;7115667;
1628;6251237;
1724;8193976;
3100;8193976;
2545;9801390;
2351;716598;
335;716598;
376;716598;
3615;389144;
3616;389144;
2758;389144;
2732;389144;
2256;2332857;
1732;2332857;
529;101010;
4469;101010;
1132;101010;
3416;4695875;
2039;4695875;
3677;5537125;
1342;5537125;
1518;5477414;
882;5477414;
262;5477414;
2470;8084715;
2323;3084633;
4212;3084633;
111;3084633;
2533;5742456;
3971;5742456;
3581;5742456;
1918;5742456;
1263;5742456;
3589;4940783;
3413;4940783;
21;4940783;
3812;5884642;
3746;5884642;
2024;5884642;
3898;9621760;
892;9621760;
1650;851557;
4311;2127159;
4171;2127159;
1361;2127159;
1004;2127159;
1402;46130;
3659;46130;
3817;2126879;
1923;3030378;
272;6878226;
951;6878226;
4119;6073073;
2217;1880716;
1832;1880716;
696;1065157;
28;1065157;
2421;1065157;
4024;1065157;
1315;7898733;
3032;7898733;
3133;7898733;
423;7898733;
1909;2737698;
677;2737698;
203;2737698;
2258;2737698;
2097;2737698;
2138;6766242;
1966;6766242;
162;6766242;
1351;6766242;
4346;6766242;
2172;3387392;
1385;3387392;
1544;3387392;
2227;8005966;
715;8005966;
4348;8005966;
1498;8005966;
1917;8005966;
1919;8407290;
1504;2073897;
155;2073897;
1095;2073897;
1578;2073897;
3156;7983051;
1079;7983051;
4048;7098606;
2135;7098606;
2386;8207277;
1473;2519631;
2515;2519631;
294;2519631;
1311;2519631;
3869;6709740;
1601;6709740;
1505;6658810;
927;6562078;
3195;1149863;
495;2484652;
2791;2484652;
2692;2484652;
904;8483578;
15;8483578;
2337;9482924;
109;9482924;
2296;9482924;
1734;9482924;
1549;3098951;
530;3098951;
1924;3098951;
1428;9505725;
2543;9505725;
3329;9505725;
3631;8536419;
590;8536419;
2809;8536419;
3506;8536419;
166;8536419;
4029;1168851;
2166;1168851;
3698;1168851;
2932;1168851;
4116;5729123;
2998;5729123;
2897;5488294;
2588;5488294;
4417;5488294;
1384;5488294;
407;8619547;
2228;8619547;
2839;7274147;
2141;7274147;
2068;7274147;
2482;7274147;
2341;7274147;
1926;9700612;
797;9700612;
4343;9700612;
2072;9700612;
1777;9700612;
2554;8413404;
1793;9156820;
3621;9156820;
2746;2583845;
258;2583845;
3723;2583845;
1137;2583845;
1133;4389528;
1398;4389528;
2671;4389528;
2646;4389528;
1625;6211747;
3399;6211747;
1728;6211747;
2758;6211747;
689;5245798;
976;5245798;
3761;1846607;
4388;1846607;
2432;1846607;
2590;1846607;
3230;8679000;
3635;8679000;
417;6475474;
2359;6475474;
2713;6475474;
3597;5035176;
4032;5035176;
4208;5557186;
4392;5557186;
3511;5557186;
2346;5557186;
89;9369482;
1495;9369482;
937;6076305;
3673;6076305;
1889;3682612;
3211;3682612;
2168;3682612;
1427;3682612;
2001;7793982;
1659;7793982;
3966;7793982;
724;665645;
283;9637157;
2870;7224491;
2978;7224491;
2363;1129087;
2717;464879;
3964;464879;
2211;464879;
730;464879;
2903;4025976;
2560;3315623;
279;3315623;
556;3315623;
1668;3315623;
144;1885466;
817;1885466;
93;1885466;
4082;1885466;
2335;5090528;
4042;5090528;
4221;5090528;
1245;5090528;
2896;4242872;
901;4242872;
523;2793076;
1783;2995886;
170;2995886;
2017;2995886;
3283;7576902;
3165;7576902;
271;3236488;
4414;3236488;
2750;3862182;
2245;3862182;
2267;3862182;
4191;3862182;
1431;3862182;
1388;9251093;
868;9251093;
793;9251093;
234;9251093;
4475;8386735;
1135;8386735;
1052;5937146;
1995;5937146;
2989;5937146;
1137;2637174;
1066;2637174;
4140;1305532;
4322;1305532;
1255;1305532;
402;1305532;
4294;5764211;
1521;5764211;
4088;5764211;
218;5764211;
3462;6807697;
1675;6807697;
616;6807697;
3426;6807697;
404;6807697;
2342;865300;
3532;3924803;
4092;3924803;
868;3924803;
2318;3009045;
926;3009045;
3698;4761031;
3715;4761031;
2174;4761031;
1404;4761031;
2213;5088052;
2173;5974066;
3937;5974066;
702;5421662;
845;2319667;
3569;9581828;
199;9581828;
647;9581828;
2764;7316181;
3795;7627247;
3238;7627247;
14;7627247;
2745;7627247;
1705;9108129;
1999;9108129;
4395;9108129;
2704;9108129;
1952;8991790;
3472;8991790;
1204;8991790;
2056;8991790;
3829;8902059;
3036;8902059;
2713;8902059;
2453;9318321;
1493;9318321;
3760;9318321;
3713;3956167;
2750;3956167;
3832;919088;
1972;121786;
4033;121786;
4044;6428369;
160;5751720;
869;5751720;
2574;5751720;
3915;5751720;
508;5751720;
3077;4019344;
1963;2699056;
2232;2699056;
3276;2699056;
511;2699056;
3285;8202406;
3722;8202406;
3338;8202406;
3564;4733839;
4303;4733839;
4125;4733839;
3489;9724388;
4218;9724388;
2906;9724388;
1843;9724388;
1767;6679251;
2058;7524708;
2996;7524708;
1851;9860309;
4365;9860309;
1337;9860309;
2682;3136321;
4248;3136321;
1061;3136321;
3364;2857514;
1807;2857514;
3126;2857514;
75;2857514;
3132;2857514;
857;8697161;
472;6170632;
498;6170632;
1994;6534688;
565;7990246;
264;3546271;
3205;3546271;
4009;3546271;
2711;3546271;
2256;2243809;
1890;2243809;
2992;2243809;
522;2243809;
1097;8415460;
802;8415460;
1452;8415460;
2212;8415460;
2405;8415460;
3684;2879169;
4238;6903948;
2359;6903948;
1550;6903948;
3331;6903948;
963;7622895;
1991;7622895;
1654;5873020;
550;5873020;
1803;2601273;
2026;2601273;
1769;2601273;
171;2601273;
3906;9168179;
3757;9168179;
1058;9215671;
1975;2033204;
324;2033204;
2472;2033204;
2955;5793409;
247;5793409;
507;5793409;
379;5793409;
3350;5216066;
3819;5216066;
1530;5216066;
1685;5216066;
2219;5168334;
2069;5168334;
840;5168334;
1479;5168334;
1378;6889961;
438;7321990;
1779;7321990;
3722;7321990;
2756;7321990;
1723;5725987;
2164;5725987;
1095;5725987;
2907;3398969;
2334;3398969;
4158;3398969;
4134;3299138;
2272;3299138;
2954;8446050;
1408;8446050;
3564;4929643;
2156;8167090;
2233;8167090;
3229;8167090;
949;8167090;
726;6887495;
1324;355957;
3291;5091645;
1880;1222625;
554;1222625;
1867;3982598;
4379;3982598;
638;3982598;
1838;3982598;
917;3982598;
2769;7763155;
1856;4711129;
2214;4711129;
2969;4711129;
3533;4292193;
20;4292193;
3302;4292193;
1233;4292193;
3067;420799;
313;420799;
1201;8396511;
647;8396511;
160;5469332;
2539;4260639;
4195;4260639;
3244;4260639;
1080;7855146;
235;7855146;
109;7855146;
2841;7855146;
2174;7855146;
1274;7078316;
3442;7078316;
2617;7078316;
3572;7078316;
170;848313;
3651;848313;
2516;848313;
3882;419244;
2242;419244;
2785;419244;
4103;419244;
3417;419244;
589;9440542;
1402;9440542;
480;8035295;
2143;8035295;
2870;8035295;
2229;8035295;
3394;5748148;
4362;48567;
3990;8264849;
978;8264849;
1390;8264849;
1126;8264849;
3680;8264849;
1677;4143832;
1766;4143832;
312;4143832;
3764;9829432;
4494;9829432;
2658;9794670;
4050;1396342;
1148;2426688;
3063;2426688;
263;2426688;
1898;687678;
3161;687678;
307;2148069;
3432;2148069;
1609;4681515;
3354;4681515;
4209;4681515;
494;3357933;
571;3357933;
404;3357933;
85;3357933;
3964;3357933;
4422;213004;
3799;213004;
468;213004;
202;213004;
4429;3024432;
2946;3024432;
400;4748866;
2511;4508727;
4065;4508727;
3395;4508727;
3107;4508727;
3744;4516093;
1695;4516093;
806;1857631;
1227;9317612;
697;3955044;
2348;3955044;
1564;3955044;
1335;3955044;
677;3955044;
1968;1711219;
3636;9075055;
3863;9195291;
1891;9195291;
3128;9195291;
1735;324652;
973;324652;
4497;2351277;
3012;7448583;
3300;7448583;
2825;4507808;
3330;4507808;
2766;467840;
3674;467840;
2907;467840;
1696;467840;
3983;3628589;
1708;3628589;
2329;3628589;
1904;3628589;
3611;3628589;
3348;1375731;
434;1375731;
4079;1375731;
3552;1375731;
1416;1375731;
1764;4986891;
3627;2954678;
1369;2954678;
818;2954678;
3285;1760802;
1533;1760802;
3331;1185600;
234;1185600;
716;1185600;
1963;4511557;
2599;4511557;
2162;4511557;
1588;5540250;
3004;5540250;
544;1927556;
4306;1927556;
1156;1927556;
3685;1927556;
3835;1927556;
3218;910655;
1015;5980732;
3870;5980732;
4210;5980732;
438;8562892;
3424;8562892;
414;8562892;
1314;8562892;
2294;3650214;
1477;3650214;
3682;5237190;
948;6676457;
821;3793266;
579;3793266;
605;3793266;
1758;3793266;
2960;7385031;
2769;7385031;
2927;6456327;
1347;4953651;
2698;4953651;
3746;4953651;
3595;5461017;
1948;5461017;
2516;4906298;
3265;1033258;
3199;1033258;
3065;1033258;
1862;1033258;
3476;7954228;
4249;7954228;
172;7954228;
3804;7954228;
1007;7954228;
777;9189526;
989;9189526;
3801;9189526;
1786;2332981;
659;411625;
516;411625;
92;411625;
3168;411625;
1742;7650112;
3262;7650112;
1072;7650112;
1335;7650112;
1595;7650112;
4207;2948733;
3891;5688530;
4391;5688530;
761;5688530;
2144;5688530;
2261;9952914;
4090;9533429;
3699;2016904;
3034;5220367;
963;5220367;
4332;5220367;
523;5220367;
2076;5220367;
4276;1124708;
2957;1124708;
2501;1124708;
1071;5618804;
704;5618804;
3168;5618804;
4264;5618804;
570;5618804;
2871;8316571;
2451;5025070;
27;9287036;
3240;6149767;
29;8066718;
4446;8066718;
2630;8066718;
3596;8066718;
1041;8066718;
3689;3601461;
4110;3601461;
3050;3601461;
2873;3601461;
556;3426292;
787;6301382;
788;6301382;
3757;6301382;
2749;6301382;
2751;7579498;
3927;7579498;
285;7579498;
3439;8872858;
3102;8872858;
2093;8872858;
4134;9445926;
2590;9445926;
2451;9445926;
2623;9273323;
1984;9273323;
229;9273323;
2928;9273323;
2149;6262954;
781;6262954;
1855;6262954;
1719;6262954;
3503;6262954;
3620;7120177;
2281;7120177;
3492;2930718;
4122;2930718;
17;2930718;
4231;5080769;
2931;5080769;
3699;5080769;
1565;5080769;
367;5080769;
1652;8421965;
309;8421965;
2923;8421965;
2019;1807429;
2783;1807429;
49;5841272;
2797;5841272;
4431;5841272;
2461;5841272;
1554;5841272;
1085;8671452;
3567;8671452;
3407;6449703;
2900;6449703;
2;6449703;
1553;6449703;
4353;1838480;
1513;1838480;
1065;1838480;
807;198456;
1619;8778563;
3128;8778563;
3815;8778563;
1977;8778563;
1928;5198752;
404;9625530;
3179;9625530;
3452;9625530;
3201;9625530;
2574;7844675;
3009;7844675;
2536;7844675;
4144;7844675;
3925;9511539;
