COD_PEDIDO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_ENTREGADA
4831908;72;4;2;0;
3122628;52;11;13;13;
3122628;64;24;9;9;
3122628;66;28;1;1;
4268444;1;16;1;1;
4268444;8;22;13;13;
4268444;11;20;19;19;
4268444;18;22;10;10;
4268444;27;15;5;5;
9463972;55;22;5;0;
9463972;56;12;13;0;
9463972;57;18;9;0;
9463972;58;24;5;0;
9463972;66;11;17;0;
8395838;67;4;19;11;
8395838;68;9;7;1;
8395838;72;4;8;5;
2147425;18;14;13;0;
2147425;26;15;15;0;
2147425;33;20;15;0;
4597423;5;20;7;0;
4597423;7;29;5;0;
4597423;35;27;4;0;
4597423;46;19;7;0;
9201477;3;27;16;0;
9201477;4;21;1;0;
9201477;14;18;13;0;
9201477;50;27;1;0;
8615438;61;23;15;0;
8615438;64;18;2;0;
8615438;66;13;20;0;
1313206;10;30;12;12;
1313206;67;15;9;9;
1313206;68;18;18;18;
3666041;1;25;6;0;
3666041;48;16;8;0;
3666041;52;13;1;0;
3863594;67;5;15;0;
3863594;68;8;5;0;
3863594;70;2;11;0;
3863594;71;3;16;0;
7632790;8;22;1;0;
7632790;33;15;13;0;
7632790;63;11;17;0;
7632790;67;24;13;0;
3655844;71;4;5;0;
3655844;72;4;20;0;
9191671;9;2;7;7;
9191671;39;2;2;2;
9191671;72;5;18;18;
9688138;67;2;14;14;
9688138;68;4;11;11;
999157;23;24;4;4;
6365819;33;11;20;0;
6365819;39;25;7;0;
6365819;58;24;4;0;
2760080;14;19;12;12;
2760080;42;30;13;13;
2672969;62;19;14;0;
2672969;66;17;2;0;
4968694;68;7;17;0;
3679334;15;7;11;0;
3679334;34;4;4;0;
3679334;36;1;18;0;
3679334;46;4;6;0;
3679334;57;9;9;0;
8153771;8;11;9;0;
8153771;24;29;3;0;
8153771;45;16;8;0;
8153771;54;19;11;0;
8762119;67;20;14;14;
5200036;56;19;16;0;
5200036;61;18;12;0;
674460;40;16;9;0;
674460;51;11;6;0;
674460;67;15;16;0;
6867327;61;27;5;5;
6009641;17;24;15;14;
6009641;19;26;14;6;
6009641;29;14;2;2;
6009641;34;17;3;2;
9654846;7;9;8;0;
9654846;55;5;17;0;
9654846;64;2;19;0;
9654846;68;10;4;0;
6225524;52;21;15;0;
6225524;60;17;6;0;
6225524;62;18;7;0;
6225524;65;18;3;0;
2715426;30;6;7;0;
2715426;49;9;15;0;
4094704;7;27;16;0;
4094704;29;30;17;0;
4094704;40;24;19;0;
4094704;72;16;9;0;
2617126;2;27;16;0;
2617126;5;19;12;0;
2617126;18;14;5;0;
8950102;67;5;13;6;
8950102;68;2;7;2;
8950102;71;10;7;3;
3083913;11;5;4;0;
3083913;29;10;2;0;
3083913;47;7;16;0;
3083913;72;2;19;0;
9310622;52;17;19;8;
9310622;59;27;13;13;
9439664;12;17;4;0;
9439664;22;20;18;0;
3213438;7;19;18;18;
3213438;14;29;20;20;
3213438;21;15;2;2;
3213438;34;30;7;7;
3213438;53;26;10;10;
9110138;67;3;8;8;
2364624;56;29;18;0;
2364624;60;30;13;0;
2364624;61;19;3;0;
558717;67;1;4;0;
558717;68;7;5;0;
558717;72;8;8;0;
6835361;52;28;18;0;
6835361;57;21;15;0;
6835361;58;26;19;0;
6835361;62;23;20;0;
6835361;66;22;5;0;
1304204;41;13;11;0;
1304204;43;29;9;0;
1862218;11;8;9;0;
5370719;72;2;8;2;
4792130;45;22;5;5;
6557249;67;1;12;0;
9841875;53;25;12;0;
9841875;55;11;18;0;
9841875;60;26;19;0;
729043;8;24;16;0;
729043;14;29;9;0;
729043;18;26;14;0;
729043;28;17;9;0;
729043;35;30;13;0;
9559763;70;29;11;0;
6613910;12;20;4;4;
6613910;69;23;1;1;
6613910;72;24;19;2;
3047587;19;27;1;1;
3047587;30;18;2;2;
3047587;33;18;14;14;
3047587;50;20;14;14;
3047587;53;15;2;2;
4290693;69;9;16;0;
4290693;71;9;1;0;
4290693;72;3;8;0;
9912149;67;3;12;6;
9912149;68;5;7;6;
9912149;71;7;15;12;
9912149;72;3;2;1;
32852;70;8;2;0;
4762972;31;12;2;0;
4762972;48;19;5;0;
7560550;24;4;4;0;
7560550;25;10;4;0;
7560550;46;1;5;0;
2768347;18;18;9;9;
2768347;23;21;6;6;
5109102;12;17;8;8;
4827429;52;18;20;20;
4827429;58;19;8;8;
7342378;11;11;8;0;
6833734;55;20;19;0;
6833734;58;23;17;0;
6833734;59;17;7;0;
6833734;60;18;6;0;
4756559;68;10;1;1;
4756559;69;10;5;5;
4756559;72;1;9;9;
9605724;56;30;3;3;
9605724;60;21;7;7;
3737648;33;12;4;0;
3737648;35;27;3;0;
3737648;59;13;10;0;
4493045;1;28;19;19;
4493045;18;12;2;2;
4493045;33;17;10;10;
4493045;43;29;15;15;
4493045;50;17;20;20;
1245779;15;22;3;1;
1245779;47;22;19;1;
1245779;55;27;8;1;
1245779;58;16;7;3;
1245779;66;18;3;3;
191461;58;18;11;0;
5928108;2;17;20;0;
5928108;38;28;2;0;
5928108;39;23;1;0;
5928108;44;17;5;0;
8967622;52;25;11;0;
8967622;55;16;10;0;
5975490;19;28;19;0;
5573864;8;19;16;0;
5573864;18;18;1;0;
384009;55;3;17;0;
384009;60;4;3;0;
521321;28;11;20;0;
4286020;69;9;15;0;
4286020;72;8;1;0;
2514369;67;10;5;0;
2514369;68;2;11;0;
2514369;71;7;4;0;
6148250;51;12;8;0;
6148250;57;22;13;0;
6148250;61;25;17;0;
6148250;66;22;7;0;
4061855;3;6;1;1;
4061855;26;3;16;16;
1893595;2;1;8;0;
1893595;4;9;3;0;
1893595;20;6;1;0;
1893595;65;5;5;0;
1893595;72;6;13;0;
7213325;11;18;12;0;
7213325;26;27;14;0;
7213325;38;26;10;0;
7213325;41;18;14;0;
7213325;43;16;2;0;
5000840;52;16;20;20;
5000840;53;18;8;8;
5000840;57;17;4;4;
5000840;64;24;13;13;
4493903;10;14;2;0;
4493903;47;29;20;0;
4493903;48;14;10;0;
5249503;67;10;8;1;
308827;54;16;20;20;
4287320;24;11;8;8;
4287320;63;28;14;14;
4287320;66;22;17;17;
4287320;70;11;8;8;
6270411;67;7;6;0;
6270411;68;1;6;0;
6270411;71;2;7;0;
6270411;72;2;16;0;
8943185;67;6;9;0;
8943185;69;6;18;0;
8943185;71;7;18;0;
8794159;5;15;19;0;
8794159;8;30;5;0;
8794159;29;13;12;0;
8794159;41;24;20;0;
4755406;72;4;5;5;
4425601;9;17;16;0;
473847;7;17;17;0;
473847;19;22;10;0;
6303635;17;26;1;0;
6303635;50;26;8;0;
6303635;63;16;13;0;
7688746;4;26;4;0;
7688746;23;17;16;0;
7688746;26;17;7;0;
7688746;36;25;3;0;
7688746;62;23;1;0;
3647895;21;9;18;0;
3647895;36;10;14;0;
3647895;38;1;16;0;
9811860;3;12;3;0;
9811860;7;13;11;0;
9811860;15;11;7;0;
9811860;42;15;19;0;
3151239;67;6;8;0;
3151239;69;1;4;0;
1678214;67;8;6;0;
1678214;69;3;15;0;
2333871;2;16;5;5;
2333871;19;17;19;13;
2333871;23;25;4;1;
2333871;25;16;16;15;
8474623;67;4;18;0;
8474623;70;6;17;0;
8474623;71;8;16;0;
8474623;72;1;13;0;
1250393;13;17;15;4;
1250393;42;19;5;3;
1250393;47;15;3;1;
1250393;50;17;20;4;
1237921;20;4;20;20;
1237921;30;5;17;17;
1237921;41;5;10;10;
1237921;57;10;3;3;
5674840;52;12;19;0;
5038083;23;14;9;9;
5038083;48;16;15;15;
5038083;49;23;1;1;
487760;2;22;7;0;
487760;9;19;2;0;
487760;25;13;5;0;
487760;39;24;17;0;
487760;41;24;8;0;
1705602;67;1;6;0;
1705602;70;6;17;0;
1705602;72;9;15;0;
9766236;19;25;15;15;
9766236;52;11;15;15;
8332440;70;4;9;0;
1021197;19;5;13;0;
1021197;31;2;9;0;
1021197;59;9;19;0;
1021197;67;6;18;0;
7816866;43;22;1;0;
7816866;69;11;19;0;
3208539;11;21;20;20;
3208539;39;27;19;19;
3208539;46;24;11;11;
3208539;60;24;11;11;
7326847;32;27;15;0;
9899283;20;30;17;0;
9899283;33;19;4;0;
9899283;56;24;7;0;
9899283;59;13;12;0;
9899283;64;20;15;0;
8188975;57;30;12;12;
8188975;62;13;11;11;
8188975;64;21;20;20;
8188975;66;18;16;16;
2465259;16;24;1;0;
2465259;21;15;6;0;
2465259;47;29;11;0;
3275627;13;11;19;0;
3275627;16;28;19;0;
3275627;36;14;5;0;
3568088;1;23;2;2;
3568088;8;26;17;17;
3568088;19;23;2;2;
3568088;61;15;14;14;
1027551;3;22;8;0;
1027551;35;17;3;0;
3238603;3;13;14;0;
3238603;15;29;6;0;
3238603;29;14;2;0;
3238603;44;20;8;0;
3238603;50;17;11;0;
4852329;53;12;4;4;
4852329;54;20;9;9;
4852329;55;23;18;18;
4852329;59;24;4;4;
4852329;66;20;2;2;
4106530;4;16;16;0;
4106530;20;23;5;0;
4106530;28;24;12;0;
5515923;51;25;16;0;
5515923;62;22;13;0;
5515923;66;28;16;0;
4997239;68;7;12;0;
4997239;69;3;1;0;
6518661;41;21;18;13;
6518661;49;25;7;7;
9913711;71;9;7;0;
6919177;67;8;16;0;
6919177;68;6;13;0;
6919177;69;2;19;0;
5890442;52;26;12;0;
5890442;56;24;9;0;
297434;68;5;20;0;
6363421;20;9;17;0;
6363421;31;9;7;0;
6363421;40;7;3;0;
6363421;46;5;6;0;
8400173;5;23;10;7;
8400173;13;24;19;11;
8400173;25;14;9;4;
8400173;35;26;2;1;
8400173;47;15;14;6;
5501646;67;5;13;10;
8909402;15;27;6;0;
8909402;53;30;11;0;
3507088;5;23;16;0;
3507088;14;21;14;0;
3507088;40;20;10;0;
3507088;46;26;6;0;
6446864;53;13;12;0;
6446864;54;20;18;0;
6446864;62;12;14;0;
6446864;66;21;10;0;
5269303;51;20;15;15;
5269303;58;17;16;16;
5269303;62;19;16;16;
5422642;55;29;2;2;
7865235;8;30;9;0;
7865235;28;18;12;0;
7865235;47;23;12;0;
7865235;51;17;14;0;
6443296;9;26;4;0;
4968591;54;30;9;0;
4968591;57;12;7;0;
4968591;58;17;9;0;
4968591;60;14;15;0;
4968591;63;12;4;0;
5202840;52;21;2;0;
5202840;55;28;10;0;
5202840;57;11;9;0;
4631702;54;23;13;0;
4631702;57;27;6;0;
4631702;60;26;10;0;
6952139;7;26;13;1;
6952139;36;16;20;11;
6952139;42;25;16;6;
6952139;45;20;19;13;
6952139;48;17;3;3;
9231231;15;12;16;0;
9231231;21;16;2;0;
363631;12;3;17;0;
363631;15;10;5;0;
363631;19;10;15;0;
363631;55;9;19;0;
3882024;2;23;12;0;
3882024;7;27;18;0;
3882024;39;24;18;0;
3882024;46;18;12;0;
3882024;48;18;9;0;
5534138;69;27;18;0;
2762387;67;8;11;0;
2762387;69;8;11;0;
2762387;71;2;3;0;
2762387;72;2;18;0;
3142065;29;15;20;0;
3142065;46;21;3;0;
3540086;57;23;4;0;
5531795;67;6;17;0;
5531795;69;4;11;0;
5531795;71;7;13;0;
5531795;72;10;12;0;
4500045;4;20;1;0;
4500045;8;27;11;0;
4500045;47;11;18;0;
4500045;71;12;8;0;
6248014;67;6;1;1;
6248014;68;2;15;14;
6248014;71;5;20;17;
6248014;72;9;5;1;
8125492;30;16;2;2;
6038772;67;5;19;12;
6038772;70;4;2;1;
6038772;72;6;20;15;
5739229;54;29;16;0;
5739229;55;24;6;0;
5739229;62;20;2;0;
5739229;63;21;11;0;
5739229;64;27;4;0;
8146686;53;28;20;20;
8146686;58;14;19;19;
8146686;59;15;20;20;
3250709;56;12;11;0;
3517023;29;13;11;11;
9622628;10;24;6;0;
9622628;27;17;20;0;
9622628;40;12;5;0;
9622628;41;19;18;0;
9622628;69;14;11;0;
1201838;52;25;18;18;
1201838;55;17;14;14;
1201838;61;30;14;14;
1201838;62;29;20;20;
8714804;68;4;6;0;
8714804;69;4;8;0;
8714804;71;7;8;0;
8714804;72;6;8;0;
9286031;16;30;14;14;
9286031;18;12;8;8;
9286031;39;18;11;11;
2801585;67;9;10;0;
2801585;69;2;2;0;
2801585;70;8;13;0;
2801585;72;10;5;0;
1818215;35;17;2;2;
2123614;37;12;11;0;
2123614;43;18;3;0;
2123614;45;13;16;0;
4383356;72;7;7;0;
5500284;71;24;16;0;
5899092;5;28;6;4;
5899092;47;27;17;11;
344045;5;21;7;0;
344045;31;20;11;0;
344045;56;29;20;0;
344045;70;15;9;0;
6965472;69;10;18;18;
6965472;71;6;5;5;
271043;51;25;3;3;
3064890;22;14;20;0;
3064890;24;19;14;0;
3064890;57;16;6;0;
3064890;65;17;8;0;
5650488;15;14;12;0;
5650488;18;28;6;0;
5650488;23;14;12;0;
5650488;45;25;9;0;
1160373;67;4;6;0;
1160373;68;2;1;0;
1160373;69;1;7;0;
1160373;72;2;17;0;
8669038;57;12;13;13;
4484271;26;19;20;0;
4484271;47;30;6;0;
4484271;52;28;11;0;
4484271;66;11;6;0;
566151;52;16;5;5;
566151;57;26;18;18;
566151;64;30;6;6;
566151;65;28;1;1;
196879;52;19;19;19;
196879;55;29;9;9;
196879;60;14;11;11;
196879;65;30;7;7;
9591041;30;10;8;0;
9591041;32;3;10;0;
9591041;64;2;3;0;
7253544;54;28;18;18;
7253544;57;24;5;5;
7253544;65;13;9;9;
6929199;27;16;13;13;
6929199;40;14;9;5;
6929199;41;23;12;8;
6929199;66;28;16;16;
6929199;68;11;10;2;
6516981;41;10;17;17;
5151692;6;14;2;0;
5151692;16;19;4;0;
5151692;28;14;14;0;
5151692;31;26;4;0;
4956279;2;13;20;20;
4956279;21;11;12;12;
4485644;16;13;13;0;
7810467;50;2;12;12;
7810467;60;9;10;10;
1323072;70;7;12;0;
7144695;35;29;17;17;
7144695;55;17;2;2;
5273934;67;1;15;2;
5273934;68;10;19;18;
5273934;71;3;4;1;
3811746;67;1;1;0;
3811746;68;6;4;0;
3811746;72;8;9;0;
3629899;12;19;16;0;
3629899;28;18;6;0;
3629899;51;18;15;0;
6332145;11;27;12;0;
6332145;21;26;8;0;
6332145;47;27;19;0;
6332145;57;23;18;0;
2247721;53;21;7;0;
2247721;58;15;3;0;
2247721;65;19;2;0;
6620343;54;19;17;0;
6620343;56;12;7;0;
6620343;58;25;9;0;
6620343;60;18;4;0;
5002937;5;27;8;8;
5002937;16;19;6;6;
5002937;28;11;7;7;
5002937;35;18;11;11;
7970311;33;21;19;0;
7970311;41;16;16;0;
7970311;43;14;13;0;
7970311;49;24;10;0;
3751474;32;27;15;0;
4181279;55;22;11;9;
4181279;57;29;12;1;
4181279;60;16;17;10;
4181279;66;12;4;4;
4000299;6;29;9;0;
4000299;18;20;20;0;
4000299;46;18;16;0;
4000299;48;24;12;0;
4000299;57;11;1;0;
5039394;68;9;13;13;
5039394;71;3;6;6;
364593;1;9;15;0;
364593;3;8;13;0;
364593;46;1;17;0;
7671243;68;4;3;0;
7671243;72;10;15;0;
7212427;7;8;4;0;
7212427;20;8;13;0;
7212427;38;6;1;0;
7212427;61;10;10;0;
9384464;3;24;17;0;
9384464;28;19;12;0;
7634158;20;22;15;12;
7634158;47;30;2;1;
7634158;70;21;9;5;
7349662;67;9;11;0;
7349662;68;10;8;0;
7349662;70;3;2;0;
5557401;52;20;14;0;
4744759;67;5;4;0;
4744759;71;9;9;0;
8438941;8;26;18;0;
8438941;14;17;16;0;
8438941;31;12;11;0;
8438941;59;11;6;0;
5672468;69;3;1;1;
1963334;52;18;17;0;
1963334;53;16;14;0;
1963334;63;16;18;0;
1963334;66;26;9;0;
1068527;66;21;3;0;
2583504;67;8;6;0;
2583504;70;3;8;0;
484068;2;19;12;0;
484068;21;28;8;0;
484068;39;25;12;0;
1608837;10;7;17;0;
1608837;15;3;13;0;
1608837;27;6;16;0;
1608837;66;6;20;0;
8842762;26;1;10;9;
6136999;44;28;12;0;
6136999;61;25;4;0;
3241879;69;8;3;1;
3241879;70;6;2;1;
3241879;71;4;15;9;
777124;68;6;5;5;
777124;69;8;14;14;
777124;70;10;19;19;
473934;20;24;2;0;
473934;23;28;4;0;
473934;37;12;9;0;
473934;50;22;8;0;
5375035;21;17;4;0;
5375035;25;12;13;0;
5375035;29;20;20;0;
5375035;58;17;11;0;
3708380;37;30;20;0;
1580829;13;25;14;0;
1580829;23;28;10;0;
1580829;40;14;3;0;
1887562;6;16;4;0;
1887562;10;30;16;0;
1887562;18;29;5;0;
1887562;20;27;15;0;
9613997;4;15;5;0;
9613997;7;23;18;0;
9613997;48;13;19;0;
5536458;10;26;1;1;
5536458;22;29;18;18;
5536458;24;23;15;15;
5536458;25;19;17;17;
5873869;6;16;16;16;
5873869;35;19;9;9;
6533719;32;29;8;0;
6533719;50;19;14;0;
6533719;53;26;12;0;
6533719;67;30;4;0;
2881226;49;25;6;0;
2881226;63;13;1;0;
3953530;2;21;20;0;
3953530;15;19;6;0;
3953530;19;27;20;0;
3953530;28;30;9;0;
3953530;35;16;5;0;
7525760;4;10;13;0;
7525760;20;2;12;0;
5993265;32;14;10;10;
5993265;51;15;11;11;
5993265;52;21;16;16;
5993265;70;28;14;14;
2485023;67;7;19;19;
2110062;44;1;17;0;
9601899;63;21;12;0;
9601899;64;30;1;0;
9601899;66;29;10;0;
9301234;53;17;5;0;
9301234;59;20;17;0;
9301234;61;23;7;0;
9301234;62;11;12;0;
9301234;66;26;7;0;
8860572;59;19;17;0;
3432766;11;14;17;4;
3432766;70;16;8;3;
281635;38;9;4;0;
281635;55;7;8;0;
7999529;55;13;10;10;
7999529;57;30;4;4;
7999529;66;21;19;19;
6291659;48;9;7;0;
6291659;49;2;2;0;
6291659;50;6;10;0;
6300201;2;13;5;0;
6300201;29;19;7;0;
6300201;47;16;6;0;
8740536;24;11;4;4;
2990749;54;11;11;0;
2990749;60;15;6;0;
2990749;63;20;17;0;
2990749;64;21;14;0;
9131433;67;4;10;0;
9131433;68;3;12;0;
9131433;70;8;16;0;
9131433;72;7;11;0;
9928591;68;4;20;0;
9928591;72;2;2;0;
5798568;55;12;12;0;
5798568;57;16;14;0;
5798568;58;17;11;0;
5551291;9;28;6;0;
5551291;14;18;20;0;
5551291;15;22;14;0;
5551291;44;29;15;0;
5551291;72;30;14;0;
8077934;1;10;9;0;
8077934;58;6;5;0;
8077934;59;7;18;0;
6467200;1;17;5;0;
6467200;6;19;17;0;
6467200;7;30;4;0;
6467200;30;17;8;0;
6467200;41;11;4;0;
8649429;24;6;7;7;
8649429;71;3;17;17;
2428508;8;15;4;0;
2428508;20;29;8;0;
2428508;27;21;9;0;
2428508;40;20;9;0;
2428508;46;26;17;0;
8373076;54;27;7;7;
8373076;59;19;20;5;
5549477;6;21;7;0;
5549477;54;14;14;0;
6587241;8;27;11;0;
6587241;11;28;8;0;
6587241;23;19;7;0;
6587241;48;11;14;0;
2519317;6;10;9;6;
2519317;31;8;13;12;
1213838;69;8;20;0;
1213838;72;9;20;0;
7826327;3;23;2;0;
7826327;20;19;4;0;
4559739;7;29;10;0;
4559739;51;12;6;0;
4559739;54;18;3;0;
4378054;28;4;20;20;
4378054;45;1;5;5;
4378054;56;2;10;10;
4378054;65;2;19;19;
3345466;17;14;19;15;
3345466;19;28;12;12;
3345466;22;28;5;2;
3345466;27;25;15;12;
3345466;69;29;5;2;
481423;37;22;10;0;
481423;54;26;8;0;
3668007;67;7;4;2;
3668007;70;1;14;4;
3668007;72;4;13;13;
146979;54;26;8;0;
146979;56;15;15;0;
146979;62;23;20;0;
146979;65;28;19;0;
146979;66;20;15;0;
2585984;52;17;7;0;
2585984;59;25;19;0;
2585984;61;15;8;0;
4786269;56;12;1;0;
4786269;57;24;13;0;
4786269;61;13;7;0;
4786269;65;16;14;0;
7456510;1;21;17;17;
7456510;29;15;17;17;
7456510;42;13;2;2;
7456510;45;15;2;2;
7456510;52;19;9;9;
7044106;23;5;3;3;
7044106;51;4;12;12;
5132380;13;14;7;0;
5132380;18;24;17;0;
5132380;35;23;8;0;
5132380;42;11;14;0;
5132380;72;29;17;0;
7232406;57;13;4;0;
7232406;60;26;19;0;
7232406;66;18;11;0;
6484214;25;27;19;0;
6484214;60;26;6;0;
6484214;62;11;3;0;
5332196;21;5;4;0;
5332196;40;2;15;0;
5332196;65;7;16;0;
9178936;14;19;9;3;
9178936;15;13;17;13;
9178936;27;23;4;3;
9178936;49;24;9;5;
9178936;50;20;9;2;
3711240;52;15;1;0;
3711240;54;29;11;0;
3711240;63;21;5;0;
4327654;62;19;2;0;
1233016;69;3;20;0;
2065955;46;23;11;0;
2065955;63;17;7;0;
7873748;6;25;13;13;
7873748;8;14;14;14;
7359669;69;2;20;20;
7359669;71;9;6;6;
7359669;72;9;20;20;
2261977;21;22;20;0;
2261977;55;25;4;0;
2261977;63;17;4;0;
1100348;69;9;15;15;
3892988;51;10;13;0;
9936399;29;16;4;0;
9936399;32;16;17;0;
9936399;55;25;1;0;
9936399;57;21;10;0;
5268918;28;18;1;1;
5268918;34;24;5;5;
5268918;40;23;1;1;
9656941;18;30;19;0;
9656941;23;22;17;0;
9656941;27;29;5;0;
9656941;38;14;20;0;
9656941;70;26;1;0;
1212759;22;5;19;0;
703079;4;12;4;0;
703079;19;14;8;0;
703079;20;15;12;0;
449051;25;25;17;17;
2358344;56;13;18;0;
2358344;57;12;8;0;
2358344;59;30;2;0;
7514763;22;17;4;0;
4550319;4;19;13;0;
4550319;10;17;11;0;
4550319;31;15;8;0;
1491058;28;21;9;0;
1491058;54;14;1;0;
9541444;67;2;5;5;
9541444;68;2;1;1;
9541444;69;8;2;2;
8004486;10;24;8;3;
8004486;28;18;9;9;
8004486;40;15;10;10;
8004486;50;24;10;5;
1098370;10;23;13;13;
1098370;22;17;15;15;
1098370;23;12;4;4;
1098370;40;23;14;14;
1098370;53;12;13;13;
1868042;33;16;10;6;
1868042;49;21;6;3;
5333220;68;2;5;5;
5333220;70;8;13;13;
5333220;71;4;19;19;
6214854;69;1;3;0;
6214854;70;7;11;0;
6214854;72;7;6;0;
969387;42;11;18;0;
969387;49;22;1;0;
969387;55;14;8;0;
5882390;69;14;9;0;
5781104;68;28;3;0;
8899901;51;23;2;1;
8551353;61;18;10;10;
4467028;65;19;17;0;
5163179;69;8;1;0;
9750360;55;23;12;0;
9750360;58;14;9;0;
9750360;62;19;13;0;
6426634;53;17;18;0;
6426634;59;18;13;0;
6426634;62;11;12;0;
3374852;17;13;8;8;
5142225;9;10;7;7;
5142225;30;1;15;15;
5142225;48;9;17;17;
5142225;56;6;4;4;
6144473;60;20;3;0;
6144473;70;19;6;0;
6144473;71;29;15;0;
5650167;21;26;5;5;
5650167;54;25;12;12;
7115667;52;21;5;0;
7115667;56;22;5;0;
7115667;57;28;19;0;
7115667;58;21;8;0;
8915750;52;21;6;0;
8915750;58;14;5;0;
8915750;59;30;17;0;
8915750;64;13;3;0;
6251237;11;7;18;18;
6251237;32;6;11;11;
6251237;66;10;12;12;
6251237;70;6;10;10;
7760242;10;16;9;9;
7760242;39;21;10;10;
7760242;54;17;18;18;
7760242;64;25;3;3;
6272825;52;27;6;0;
6272825;56;30;7;0;
6272825;63;20;19;0;
1894777;67;10;14;14;
2808762;11;4;5;2;
2808762;45;10;17;5;
2808762;66;6;6;6;
8193976;62;30;3;0;
8193976;65;24;11;0;
8380606;59;28;17;0;
8380606;60;11;12;0;
8380606;64;25;11;0;
8380606;65;15;1;0;
9801390;12;25;20;20;
9801390;18;28;17;13;
9801390;40;14;5;5;
9801390;59;25;5;3;
9801390;61;24;18;8;
9043052;52;15;19;19;
9043052;55;22;7;7;
716598;41;2;8;0;
716598;71;6;3;0;
389144;20;28;16;16;
2332857;2;29;7;0;
2332857;40;17;1;0;
2332857;41;12;9;0;
101010;1;15;12;0;
101010;2;27;15;0;
101010;16;17;16;0;
101010;21;17;4;0;
2689644;30;29;5;0;
4695875;68;1;20;0;
4695875;69;1;11;0;
4695875;71;7;3;0;
6941709;37;26;8;0;
5537125;2;14;2;0;
5537125;21;18;2;0;
5537125;36;24;4;0;
5537125;68;17;2;0;
5537125;69;28;20;0;
5477414;7;1;12;0;
5477414;8;6;1;0;
9618209;20;26;6;6;
3068321;54;29;8;0;
3068321;56;21;17;0;
3068321;63;13;1;0;
3068321;64;13;12;0;
8084715;68;10;6;6;
3084633;69;6;7;0;
3084633;71;2;19;0;
8529199;69;10;20;18;
1263826;6;9;1;0;
1263826;11;8;11;0;
5742456;45;28;19;0;
5742456;51;29;9;0;
5742456;62;13;9;0;
4940783;2;19;13;0;
4940783;42;19;20;0;
4940783;66;22;20;0;
4940783;67;29;8;0;
4940783;71;16;13;0;
138334;67;3;19;3;
138334;69;6;19;12;
400094;68;7;2;0;
400094;70;3;9;0;
400094;71;10;17;0;
5884642;6;19;3;2;
5884642;17;26;18;3;
5884642;31;17;8;1;
5884642;49;12;15;3;
9621760;61;26;5;0;
9621760;63;15;9;0;
851557;15;18;15;0;
3709526;68;5;4;4;
2127159;2;17;3;0;
1474787;69;10;20;20;
1474787;70;4;14;2;
1474787;71;8;12;12;
46130;68;3;3;3;
2474721;56;19;16;0;
2474721;60;29;20;0;
2474721;63;12;8;0;
2126879;53;15;13;0;
2126879;55;22;19;0;
2126879;60;12;13;0;
2126879;61;16;1;0;
3030378;69;2;11;0;
3030378;71;10;17;0;
3030378;72;9;2;0;
6878226;70;4;6;4;
6073073;51;12;5;2;
6073073;57;18;20;8;
6073073;66;13;4;2;
1880716;6;25;19;0;
1880716;19;27;8;0;
1880716;23;29;4;0;
1880716;43;20;10;0;
1065157;7;18;18;0;
1065157;25;24;20;0;
1065157;35;23;17;0;
1065157;37;20;18;0;
2675790;51;20;10;10;
5949799;44;23;19;19;
5949799;48;28;9;9;
5949799;59;28;16;16;
7898733;4;19;13;0;
7898733;16;29;14;0;
7898733;29;23;10;0;
7898733;32;27;16;0;
5964325;67;3;13;0;
5964325;69;7;19;0;
5964325;72;1;5;0;
2737698;68;6;3;0;
2737698;69;5;15;0;
2737698;72;3;13;0;
9456392;53;22;13;0;
9456392;54;30;7;0;
9456392;59;19;13;0;
9456392;64;23;15;0;
9456392;66;13;20;0;
5013850;14;10;2;2;
2615991;8;20;20;6;
6766242;6;11;13;0;
6766242;15;20;11;0;
5362692;1;29;14;14;
5362692;22;17;12;12;
5362692;46;16;8;8;
3387392;22;14;4;2;
8005966;7;13;16;10;
8005966;47;14;2;1;
8005966;69;13;1;1;
8866123;14;13;5;5;
8407290;18;18;13;0;
8407290;21;20;18;0;
8407290;43;20;19;0;
3388020;35;8;12;0;
5187424;32;21;6;0;
5187424;44;28;20;0;
5187424;46;27;2;0;
5187424;47;19;8;0;
5187424;57;28;4;0;
2073897;25;3;19;19;
2073897;41;10;13;13;
2073897;70;7;3;3;
3479357;26;18;11;4;
1122623;51;22;10;0;
1122623;57;24;7;0;
1122623;59;23;18;0;
1122623;62;28;13;0;
1122623;66;21;19;0;
7983051;23;13;6;4;
7983051;27;18;16;13;
7983051;51;16;16;11;
7983051;69;28;19;2;
7098606;71;7;13;0;
8207277;40;22;9;0;
8207277;60;20;14;0;
8207277;70;20;15;0;
7969343;38;22;9;9;
7969343;71;15;12;12;
7969343;72;28;6;6;
2519631;53;25;13;0;
2519631;60;13;5;0;
6709740;23;5;4;0;
6709740;60;10;7;0;
6709740;61;8;5;0;
6658810;21;27;8;0;
6658810;71;21;5;0;
6562078;2;20;9;0;
6562078;18;25;15;0;
6562078;39;30;7;0;
9820506;33;4;15;0;
9820506;61;6;20;0;
9820506;62;9;8;0;
1149863;8;24;14;3;
1149863;41;11;15;3;
2484652;7;30;13;0;
2484652;39;15;11;0;
373696;2;20;5;0;
373696;3;15;3;0;
373696;24;14;9;0;
8546786;18;21;15;0;
