NUMERO;COD_LOCAL;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;FECHA;PRECIO;
7313470;5432;11;18;5;TO_DATE('2013-05-14','YYYY-MM-DD');72161;
2614726;6268;68;5;7;TO_DATE('2013-05-08','YYYY-MM-DD');242215;
2024534;6490;70;1;11;TO_DATE('2014-01-01','YYYY-MM-DD');108874;
9407329;5576;55;30;8;TO_DATE('2013-08-19','YYYY-MM-DD');137799;
4041358;4591;54;13;14;TO_DATE('2013-05-27','YYYY-MM-DD');91632;
4847131;6052;62;24;3;TO_DATE('2013-07-23','YYYY-MM-DD');158226;
4283915;5786;37;28;12;TO_DATE('2013-11-16','YYYY-MM-DD');217442;
5952633;5488;3;30;12;TO_DATE('2013-11-10','YYYY-MM-DD');242647;
7146312;6069;19;22;12;TO_DATE('2014-03-25','YYYY-MM-DD');57739;
7239227;5665;64;16;19;TO_DATE('2014-03-05','YYYY-MM-DD');153928;
2967988;4729;17;19;10;TO_DATE('2014-01-29','YYYY-MM-DD');280675;
7687004;4790;68;4;16;TO_DATE('2014-03-23','YYYY-MM-DD');179629;
5383179;5368;72;8;6;TO_DATE('2013-11-02','YYYY-MM-DD');71114;
126875;5673;31;17;18;TO_DATE('2014-02-10','YYYY-MM-DD');145281;
5846408;5727;57;26;12;TO_DATE('2014-03-19','YYYY-MM-DD');252819;
7842893;6174;67;8;15;TO_DATE('2013-08-12','YYYY-MM-DD');154688;
2567497;6197;45;14;9;TO_DATE('2013-05-18','YYYY-MM-DD');21161;
2253063;6312;70;2;8;TO_DATE('2013-12-02','YYYY-MM-DD');114526;
2347377;4691;24;18;10;TO_DATE('2013-05-17','YYYY-MM-DD');244016;
2982771;5931;62;22;6;TO_DATE('2014-02-21','YYYY-MM-DD');295980;
8870835;6154;52;16;11;TO_DATE('2014-02-09','YYYY-MM-DD');187453;
5548030;6321;38;27;14;TO_DATE('2013-05-21','YYYY-MM-DD');230207;
9753926;6433;26;20;5;TO_DATE('2013-09-23','YYYY-MM-DD');250507;
8801177;5816;61;15;15;TO_DATE('2013-06-04','YYYY-MM-DD');139633;
4289101;6358;68;7;8;TO_DATE('2013-10-29','YYYY-MM-DD');283940;
1614521;6252;70;9;7;TO_DATE('2013-07-12','YYYY-MM-DD');15086;
8444134;4626;69;4;12;TO_DATE('2013-06-03','YYYY-MM-DD');225441;
1922191;6012;39;29;2;TO_DATE('2013-06-24','YYYY-MM-DD');143803;
5122290;6348;64;18;15;TO_DATE('2013-09-26','YYYY-MM-DD');82823;
6176249;4893;53;16;4;TO_DATE('2013-06-12','YYYY-MM-DD');124008;
7142867;5380;62;25;3;TO_DATE('2013-07-21','YYYY-MM-DD');254767;
1627895;4640;72;9;5;TO_DATE('2014-03-01','YYYY-MM-DD');196687;
240175;5623;61;25;20;TO_DATE('2013-06-30','YYYY-MM-DD');195002;
7683097;6037;14;21;12;TO_DATE('2014-01-02','YYYY-MM-DD');138424;
2056070;5556;25;14;11;TO_DATE('2013-06-27','YYYY-MM-DD');44934;
5195217;5444;67;6;7;TO_DATE('2013-11-17','YYYY-MM-DD');151500;
5456269;4517;30;12;4;TO_DATE('2013-08-11','YYYY-MM-DD');81498;
3944057;4882;72;6;11;TO_DATE('2014-01-15','YYYY-MM-DD');260769;
8790919;4584;60;11;4;TO_DATE('2013-08-07','YYYY-MM-DD');123137;
5421720;4746;72;4;1;TO_DATE('2014-03-19','YYYY-MM-DD');44157;
9945655;5482;70;5;18;TO_DATE('2013-09-22','YYYY-MM-DD');175167;
400777;6047;70;7;14;TO_DATE('2013-08-27','YYYY-MM-DD');108096;
545564;6247;71;6;17;TO_DATE('2013-08-22','YYYY-MM-DD');240644;
6856578;5236;57;19;17;TO_DATE('2013-05-29','YYYY-MM-DD');256745;
5997018;5729;64;14;14;TO_DATE('2013-12-18','YYYY-MM-DD');204599;
6493404;6284;41;28;20;TO_DATE('2014-02-10','YYYY-MM-DD');60528;
1471762;5818;70;8;14;TO_DATE('2013-11-19','YYYY-MM-DD');227448;
6865744;5875;49;15;3;TO_DATE('2014-03-19','YYYY-MM-DD');176125;
5711711;5050;33;22;5;TO_DATE('2014-02-09','YYYY-MM-DD');258356;
8505647;6296;15;13;2;TO_DATE('2014-02-10','YYYY-MM-DD');130187;
6500767;5137;69;8;15;TO_DATE('2013-11-30','YYYY-MM-DD');80007;
2692523;6427;67;3;9;TO_DATE('2013-10-31','YYYY-MM-DD');225859;
1037041;5160;67;6;19;TO_DATE('2014-03-02','YYYY-MM-DD');238870;
8115109;5425;53;18;15;TO_DATE('2013-09-04','YYYY-MM-DD');14987;
3696861;4673;68;10;1;TO_DATE('2014-03-08','YYYY-MM-DD');205225;
8449146;5115;69;2;18;TO_DATE('2013-07-30','YYYY-MM-DD');99493;
746581;6417;68;10;2;TO_DATE('2013-10-24','YYYY-MM-DD');159207;
2519656;6414;35;11;8;TO_DATE('2013-06-06','YYYY-MM-DD');284141;
5654824;5244;25;23;20;TO_DATE('2013-07-11','YYYY-MM-DD');292594;
3136043;4731;1;13;7;TO_DATE('2014-01-01','YYYY-MM-DD');157222;
3335375;4564;66;22;20;TO_DATE('2013-11-17','YYYY-MM-DD');41981;
9946307;5140;69;2;7;TO_DATE('2014-02-17','YYYY-MM-DD');134750;
5876651;4647;60;22;15;TO_DATE('2014-02-24','YYYY-MM-DD');161318;
3495277;4746;71;7;14;TO_DATE('2014-01-16','YYYY-MM-DD');235076;
9184677;5554;62;26;9;TO_DATE('2013-12-25','YYYY-MM-DD');186113;
2155747;4746;67;9;3;TO_DATE('2013-08-14','YYYY-MM-DD');130176;
6708325;5992;26;23;6;TO_DATE('2014-03-17','YYYY-MM-DD');79352;
5504645;5325;51;28;7;TO_DATE('2013-04-21','YYYY-MM-DD');273788;
1286814;5376;4;29;16;TO_DATE('2013-04-25','YYYY-MM-DD');113242;
2006590;6251;67;2;17;TO_DATE('2013-08-29','YYYY-MM-DD');84416;
9804264;5993;56;29;6;TO_DATE('2014-03-13','YYYY-MM-DD');236152;
5609120;5610;56;24;13;TO_DATE('2014-01-10','YYYY-MM-DD');232718;
336400;4517;21;11;1;TO_DATE('2014-03-01','YYYY-MM-DD');70774;
3112102;5459;4;27;19;TO_DATE('2013-07-23','YYYY-MM-DD');30787;
538861;6244;57;16;18;TO_DATE('2013-12-13','YYYY-MM-DD');293576;
8141365;5758;70;7;16;TO_DATE('2013-07-13','YYYY-MM-DD');134620;
510521;6491;11;28;9;TO_DATE('2013-12-02','YYYY-MM-DD');212046;
7201924;4812;52;12;13;TO_DATE('2013-05-05','YYYY-MM-DD');186682;
2558643;6447;6;15;2;TO_DATE('2013-06-03','YYYY-MM-DD');279289;
2479589;5816;60;12;17;TO_DATE('2013-05-08','YYYY-MM-DD');29286;
2571;5618;40;27;19;TO_DATE('2013-11-15','YYYY-MM-DD');91840;
737342;5760;14;26;6;TO_DATE('2013-09-09','YYYY-MM-DD');98762;
8733137;6110;66;20;15;TO_DATE('2014-02-14','YYYY-MM-DD');213295;
3878339;6208;68;7;7;TO_DATE('2013-06-30','YYYY-MM-DD');114262;
7148226;5920;58;18;20;TO_DATE('2014-02-12','YYYY-MM-DD');137869;
9618869;5858;37;23;6;TO_DATE('2013-06-04','YYYY-MM-DD');186821;
4762476;5272;69;8;12;TO_DATE('2013-12-18','YYYY-MM-DD');49503;
6552778;5627;56;11;14;TO_DATE('2013-06-01','YYYY-MM-DD');299426;
8595290;6378;38;24;15;TO_DATE('2014-03-30','YYYY-MM-DD');193797;
2953736;4884;55;24;6;TO_DATE('2013-10-15','YYYY-MM-DD');15536;
6603017;6501;72;9;18;TO_DATE('2013-06-03','YYYY-MM-DD');141584;
5403610;4614;1;14;7;TO_DATE('2014-02-02','YYYY-MM-DD');87414;
807734;5769;64;21;16;TO_DATE('2013-06-27','YYYY-MM-DD');221923;
2334982;4669;59;26;5;TO_DATE('2013-12-06','YYYY-MM-DD');98660;
3194963;5475;71;5;4;TO_DATE('2013-06-19','YYYY-MM-DD');153978;
2576189;4977;37;19;17;TO_DATE('2013-06-14','YYYY-MM-DD');270402;
8516784;5739;69;9;12;TO_DATE('2014-01-15','YYYY-MM-DD');267520;
309574;4728;31;19;15;TO_DATE('2014-02-21','YYYY-MM-DD');88603;
427283;5705;51;18;10;TO_DATE('2014-02-23','YYYY-MM-DD');235861;
2531175;5022;53;18;17;TO_DATE('2013-09-15','YYYY-MM-DD');170186;
6570768;4648;17;16;18;TO_DATE('2013-09-13','YYYY-MM-DD');235268;
6874261;5043;51;16;13;TO_DATE('2013-09-19','YYYY-MM-DD');75918;
340098;5038;67;4;17;TO_DATE('2013-12-04','YYYY-MM-DD');271532;
9562329;5809;8;23;6;TO_DATE('2013-07-06','YYYY-MM-DD');70977;
6086745;5747;24;14;15;TO_DATE('2014-02-23','YYYY-MM-DD');166066;
7612031;5577;5;14;11;TO_DATE('2013-10-27','YYYY-MM-DD');41746;
1693470;5516;60;15;5;TO_DATE('2013-12-24','YYYY-MM-DD');128793;
1309727;5645;69;10;13;TO_DATE('2013-10-25','YYYY-MM-DD');195384;
6646146;4656;58;27;18;TO_DATE('2013-10-31','YYYY-MM-DD');11022;
9791771;5882;68;5;7;TO_DATE('2013-12-25','YYYY-MM-DD');125083;
8225230;5962;67;3;16;TO_DATE('2013-12-21','YYYY-MM-DD');276176;
7107142;6308;68;5;5;TO_DATE('2014-03-19','YYYY-MM-DD');49404;
7759932;6183;65;23;15;TO_DATE('2013-10-17','YYYY-MM-DD');115775;
2689202;5526;71;7;11;TO_DATE('2013-05-08','YYYY-MM-DD');230572;
8210669;4507;11;20;20;TO_DATE('2013-06-02','YYYY-MM-DD');183243;
7486225;5985;68;10;18;TO_DATE('2014-03-24','YYYY-MM-DD');295639;
1280925;5371;71;4;19;TO_DATE('2013-10-24','YYYY-MM-DD');146954;
903297;5097;52;30;7;TO_DATE('2013-06-16','YYYY-MM-DD');213602;
6743547;6050;67;2;1;TO_DATE('2014-03-21','YYYY-MM-DD');199681;
3482577;5324;72;9;17;TO_DATE('2014-03-21','YYYY-MM-DD');11694;
5730894;5715;68;3;13;TO_DATE('2014-02-23','YYYY-MM-DD');47759;
1829435;5734;34;16;10;TO_DATE('2014-02-28','YYYY-MM-DD');248374;
9448052;6273;61;21;10;TO_DATE('2013-09-27','YYYY-MM-DD');190019;
1937247;5554;55;22;17;TO_DATE('2013-10-18','YYYY-MM-DD');141843;
6477992;5502;4;26;10;TO_DATE('2013-12-01','YYYY-MM-DD');121990;
8579609;5600;70;5;4;TO_DATE('2013-05-25','YYYY-MM-DD');140881;
6202298;5058;72;2;11;TO_DATE('2013-05-29','YYYY-MM-DD');143312;
793772;5392;72;9;19;TO_DATE('2014-03-15','YYYY-MM-DD');146407;
2861230;4836;69;4;1;TO_DATE('2013-05-27','YYYY-MM-DD');272093;
4736890;5247;71;3;10;TO_DATE('2013-10-07','YYYY-MM-DD');62275;
8938011;5299;62;15;9;TO_DATE('2013-08-02','YYYY-MM-DD');254756;
2842220;6465;51;18;14;TO_DATE('2014-03-24','YYYY-MM-DD');131860;
6197563;4607;9;13;2;TO_DATE('2013-09-11','YYYY-MM-DD');290694;
6814884;6387;63;20;7;TO_DATE('2013-04-21','YYYY-MM-DD');200894;
1903342;4530;67;1;7;TO_DATE('2014-03-23','YYYY-MM-DD');108512;
4361967;5880;64;23;2;TO_DATE('2013-06-11','YYYY-MM-DD');106118;
9639199;4713;61;23;6;TO_DATE('2014-03-25','YYYY-MM-DD');123667;
3777364;4577;39;30;16;TO_DATE('2014-01-12','YYYY-MM-DD');227218;
3485721;4949;13;20;14;TO_DATE('2013-10-08','YYYY-MM-DD');179976;
4856704;6013;70;10;4;TO_DATE('2013-08-03','YYYY-MM-DD');49620;
3945794;5494;56;21;20;TO_DATE('2013-08-28','YYYY-MM-DD');290440;
6649941;5461;70;8;8;TO_DATE('2013-05-29','YYYY-MM-DD');261251;
3013988;4667;57;29;1;TO_DATE('2014-04-10','YYYY-MM-DD');250466;
1559075;6386;28;19;11;TO_DATE('2013-08-18','YYYY-MM-DD');142821;
268234;5976;13;21;17;TO_DATE('2013-08-24','YYYY-MM-DD');87047;
7643491;5999;58;30;15;TO_DATE('2013-11-08','YYYY-MM-DD');175251;
4152835;6112;52;22;8;TO_DATE('2013-05-13','YYYY-MM-DD');141358;
2575966;4663;19;27;3;TO_DATE('2013-04-19','YYYY-MM-DD');148200;
3621391;4534;16;20;4;TO_DATE('2013-04-30','YYYY-MM-DD');191461;
7047136;6351;23;19;18;TO_DATE('2013-11-16','YYYY-MM-DD');188953;
760382;6388;14;21;16;TO_DATE('2014-02-03','YYYY-MM-DD');76953;
2416383;6409;69;2;13;TO_DATE('2013-04-29','YYYY-MM-DD');214979;
916882;5672;34;11;17;TO_DATE('2013-05-02','YYYY-MM-DD');151658;
9374779;5154;49;17;8;TO_DATE('2014-04-04','YYYY-MM-DD');90126;
1789663;5067;57;20;16;TO_DATE('2013-04-28','YYYY-MM-DD');70468;
8417919;5349;58;11;13;TO_DATE('2014-02-17','YYYY-MM-DD');257038;
2330017;5709;67;4;17;TO_DATE('2013-10-21','YYYY-MM-DD');90937;
5087808;4596;70;5;18;TO_DATE('2014-02-22','YYYY-MM-DD');142611;
6201646;6074;68;8;12;TO_DATE('2014-04-14','YYYY-MM-DD');20042;
4781739;4648;1;21;14;TO_DATE('2013-07-20','YYYY-MM-DD');174852;
4581534;6318;63;17;20;TO_DATE('2013-09-04','YYYY-MM-DD');276038;
6280880;4916;1;17;19;TO_DATE('2013-08-03','YYYY-MM-DD');224710;
6857626;6001;63;22;13;TO_DATE('2013-06-05','YYYY-MM-DD');66604;
7377042;5899;42;28;16;TO_DATE('2013-09-09','YYYY-MM-DD');153130;
7553518;5837;67;8;16;TO_DATE('2014-04-19','YYYY-MM-DD');287411;
8072968;5397;68;7;19;TO_DATE('2013-12-17','YYYY-MM-DD');153782;
7068376;5113;25;20;3;TO_DATE('2014-01-05','YYYY-MM-DD');54279;
8670192;5057;58;21;15;TO_DATE('2013-10-17','YYYY-MM-DD');298647;
7981474;6466;54;23;19;TO_DATE('2014-03-25','YYYY-MM-DD');61144;
9122869;5424;67;5;11;TO_DATE('2014-02-13','YYYY-MM-DD');218726;
1025854;6330;29;12;1;TO_DATE('2014-01-19','YYYY-MM-DD');175160;
6068563;6335;67;5;20;TO_DATE('2013-12-10','YYYY-MM-DD');276376;
6222397;5044;49;20;1;TO_DATE('2013-06-28','YYYY-MM-DD');136740;
2494952;6241;59;14;6;TO_DATE('2013-07-10','YYYY-MM-DD');129852;
1794846;6175;53;21;15;TO_DATE('2013-08-20','YYYY-MM-DD');109035;
7614697;6263;70;10;7;TO_DATE('2013-09-28','YYYY-MM-DD');103235;
292632;5431;23;29;5;TO_DATE('2013-08-04','YYYY-MM-DD');163999;
5907551;4729;38;24;17;TO_DATE('2013-09-19','YYYY-MM-DD');155508;
8348530;5738;69;8;13;TO_DATE('2014-04-17','YYYY-MM-DD');61353;
1353403;6010;4;26;11;TO_DATE('2014-03-03','YYYY-MM-DD');97678;
3046289;5995;28;25;11;TO_DATE('2013-04-28','YYYY-MM-DD');229622;
2331623;5583;67;6;11;TO_DATE('2013-05-26','YYYY-MM-DD');225974;
2680125;6147;17;21;16;TO_DATE('2014-01-22','YYYY-MM-DD');294826;
1855502;5906;68;9;8;TO_DATE('2013-06-11','YYYY-MM-DD');299401;
3784565;5006;72;3;8;TO_DATE('2013-09-24','YYYY-MM-DD');204091;
4810660;4715;68;6;20;TO_DATE('2013-12-13','YYYY-MM-DD');196647;
8216385;5096;53;24;12;TO_DATE('2014-03-24','YYYY-MM-DD');265495;
8092024;5035;52;19;11;TO_DATE('2013-09-08','YYYY-MM-DD');283619;
3392911;5078;68;1;15;TO_DATE('2013-10-16','YYYY-MM-DD');273232;
4276100;5341;49;27;13;TO_DATE('2013-06-19','YYYY-MM-DD');188562;
8565391;5239;22;21;12;TO_DATE('2013-11-05','YYYY-MM-DD');128751;
8335965;5771;12;20;19;TO_DATE('2013-08-03','YYYY-MM-DD');185460;
3715458;6026;68;6;13;TO_DATE('2013-12-26','YYYY-MM-DD');18894;
9067866;5394;69;9;1;TO_DATE('2013-08-12','YYYY-MM-DD');56863;
5050048;4633;54;23;20;TO_DATE('2013-07-16','YYYY-MM-DD');214781;
8930616;6139;71;6;8;TO_DATE('2013-08-08','YYYY-MM-DD');10199;
2908882;5264;39;21;12;TO_DATE('2013-07-19','YYYY-MM-DD');186807;
4869714;5911;24;27;5;TO_DATE('2013-12-30','YYYY-MM-DD');17895;
1866079;6499;70;10;17;TO_DATE('2013-05-31','YYYY-MM-DD');237721;
5182292;4644;3;22;7;TO_DATE('2014-02-08','YYYY-MM-DD');101117;
5227174;5699;54;24;11;TO_DATE('2014-04-02','YYYY-MM-DD');154698;
8865838;5447;66;13;12;TO_DATE('2013-08-26','YYYY-MM-DD');299265;
2670982;5803;5;29;10;TO_DATE('2014-04-14','YYYY-MM-DD');32980;
958248;5066;53;17;19;TO_DATE('2014-01-21','YYYY-MM-DD');103154;
4076058;5981;68;10;20;TO_DATE('2013-08-03','YYYY-MM-DD');92688;
6892978;4544;67;7;11;TO_DATE('2013-10-11','YYYY-MM-DD');49732;
4862021;5945;26;30;15;TO_DATE('2013-08-27','YYYY-MM-DD');265772;
8021962;4802;62;23;9;TO_DATE('2013-08-23','YYYY-MM-DD');86723;
7111281;6354;72;9;11;TO_DATE('2014-02-25','YYYY-MM-DD');273943;
7329929;5479;71;7;17;TO_DATE('2013-07-11','YYYY-MM-DD');149606;
5220632;6382;56;20;13;TO_DATE('2013-09-07','YYYY-MM-DD');239085;
9105883;5436;53;11;12;TO_DATE('2013-10-25','YYYY-MM-DD');193567;
2090417;5884;67;9;8;TO_DATE('2013-09-04','YYYY-MM-DD');15046;
5272753;4928;33;28;2;TO_DATE('2013-05-16','YYYY-MM-DD');219734;
600627;4665;55;27;19;TO_DATE('2013-08-09','YYYY-MM-DD');286630;
5624712;5110;70;3;9;TO_DATE('2013-05-13','YYYY-MM-DD');122764;
4833079;5318;68;4;12;TO_DATE('2013-09-11','YYYY-MM-DD');67925;
8673319;6055;69;6;3;TO_DATE('2013-12-12','YYYY-MM-DD');135918;
5208739;5437;64;19;6;TO_DATE('2014-01-19','YYYY-MM-DD');182624;
6610018;5140;68;6;6;TO_DATE('2013-08-26','YYYY-MM-DD');65032;
7741012;5472;67;4;15;TO_DATE('2013-10-28','YYYY-MM-DD');212749;
7215144;6413;57;28;11;TO_DATE('2013-05-17','YYYY-MM-DD');119501;
2864412;5036;64;24;13;TO_DATE('2014-04-01','YYYY-MM-DD');214175;
9962897;5169;71;10;6;TO_DATE('2014-03-13','YYYY-MM-DD');264697;
5587962;5459;31;17;15;TO_DATE('2013-12-24','YYYY-MM-DD');248566;
5539592;5036;52;19;14;TO_DATE('2014-02-05','YYYY-MM-DD');60885;
5787383;5342;42;14;12;TO_DATE('2013-10-02','YYYY-MM-DD');141712;
2218178;5739;71;2;2;TO_DATE('2013-10-27','YYYY-MM-DD');78669;
4450105;5006;72;9;15;TO_DATE('2014-03-31','YYYY-MM-DD');246260;
4370742;5779;69;9;5;TO_DATE('2013-07-12','YYYY-MM-DD');80389;
5848377;5890;20;21;16;TO_DATE('2014-01-13','YYYY-MM-DD');29429;
691225;5249;21;20;9;TO_DATE('2013-06-26','YYYY-MM-DD');224378;
2615792;6021;54;12;4;TO_DATE('2013-08-31','YYYY-MM-DD');296684;
829255;6492;28;11;19;TO_DATE('2014-03-20','YYYY-MM-DD');270867;
2476681;5452;48;29;5;TO_DATE('2014-04-19','YYYY-MM-DD');100186;
4265382;6199;67;8;12;TO_DATE('2014-03-21','YYYY-MM-DD');15916;
7410181;6086;24;18;16;TO_DATE('2013-05-09','YYYY-MM-DD');127363;
4257858;5499;68;10;13;TO_DATE('2013-10-29','YYYY-MM-DD');95128;
5417881;6460;61;14;17;TO_DATE('2014-02-23','YYYY-MM-DD');244056;
1400640;5528;67;2;9;TO_DATE('2013-06-07','YYYY-MM-DD');136719;
1418506;4597;63;11;7;TO_DATE('2013-11-05','YYYY-MM-DD');113160;
3751977;5429;4;28;10;TO_DATE('2013-12-12','YYYY-MM-DD');76397;
9180753;5073;1;28;10;TO_DATE('2014-02-24','YYYY-MM-DD');27582;
6782948;6071;69;8;19;TO_DATE('2014-01-18','YYYY-MM-DD');30393;
4495119;5939;72;3;3;TO_DATE('2014-03-02','YYYY-MM-DD');71695;
3589011;5503;17;19;15;TO_DATE('2014-01-31','YYYY-MM-DD');111026;
4914993;5997;52;23;12;TO_DATE('2014-03-19','YYYY-MM-DD');98008;
2807713;5745;60;16;7;TO_DATE('2013-12-03','YYYY-MM-DD');141777;
7880971;6365;72;6;3;TO_DATE('2013-05-13','YYYY-MM-DD');271577;
5459589;4839;71;7;19;TO_DATE('2013-06-09','YYYY-MM-DD');154298;
6236047;5532;67;9;14;TO_DATE('2013-12-12','YYYY-MM-DD');26889;
9703930;5030;72;8;4;TO_DATE('2013-10-31','YYYY-MM-DD');202577;
3977763;6150;23;12;20;TO_DATE('2013-11-04','YYYY-MM-DD');171561;
8532919;5906;72;6;2;TO_DATE('2013-07-31','YYYY-MM-DD');217224;
287393;6088;65;25;4;TO_DATE('2013-05-30','YYYY-MM-DD');79940;
5331142;4928;2;14;19;TO_DATE('2013-09-25','YYYY-MM-DD');149535;
746662;4579;47;29;8;TO_DATE('2013-10-30','YYYY-MM-DD');268774;
6388664;6248;68;2;13;TO_DATE('2013-07-13','YYYY-MM-DD');46361;
104685;6293;35;11;7;TO_DATE('2013-11-12','YYYY-MM-DD');60095;
6262263;5414;46;26;19;TO_DATE('2013-11-18','YYYY-MM-DD');121055;
4279842;4938;8;18;3;TO_DATE('2014-04-02','YYYY-MM-DD');122888;
4234504;4740;32;13;15;TO_DATE('2013-06-15','YYYY-MM-DD');278511;
7120517;4603;72;6;14;TO_DATE('2013-12-24','YYYY-MM-DD');124189;
6023079;4680;58;24;8;TO_DATE('2013-07-30','YYYY-MM-DD');291326;
3480441;4868;67;3;4;TO_DATE('2013-10-16','YYYY-MM-DD');69365;
8022487;4958;70;10;1;TO_DATE('2013-05-15','YYYY-MM-DD');270794;
7680850;4603;72;10;18;TO_DATE('2013-12-21','YYYY-MM-DD');281640;
2036952;6235;18;16;3;TO_DATE('2014-02-24','YYYY-MM-DD');19084;
463757;4515;16;27;15;TO_DATE('2013-08-29','YYYY-MM-DD');268648;
8818813;4764;60;18;14;TO_DATE('2013-07-07','YYYY-MM-DD');228211;
9508394;5291;50;20;14;TO_DATE('2013-07-13','YYYY-MM-DD');233063;
7339140;5267;51;15;19;TO_DATE('2014-03-01','YYYY-MM-DD');105278;
7970035;5391;69;1;12;TO_DATE('2013-12-02','YYYY-MM-DD');69389;
1588527;6133;54;17;6;TO_DATE('2013-09-23','YYYY-MM-DD');242777;
9790624;5719;71;4;6;TO_DATE('2013-09-26','YYYY-MM-DD');157054;
8415643;5910;65;19;5;TO_DATE('2014-03-18','YYYY-MM-DD');276447;
2627600;4644;25;17;9;TO_DATE('2014-02-21','YYYY-MM-DD');138907;
1749783;6233;63;16;2;TO_DATE('2014-02-11','YYYY-MM-DD');123879;
763168;6125;59;26;7;TO_DATE('2014-01-18','YYYY-MM-DD');229462;
5360081;5039;16;17;4;TO_DATE('2013-05-02','YYYY-MM-DD');42102;
2646884;5939;70;8;19;TO_DATE('2013-08-26','YYYY-MM-DD');110219;
3562340;5064;68;1;17;TO_DATE('2013-10-14','YYYY-MM-DD');227795;
4208025;5751;71;10;4;TO_DATE('2013-08-08','YYYY-MM-DD');114528;
3058260;5163;72;1;12;TO_DATE('2013-08-12','YYYY-MM-DD');182856;
8784112;5144;24;19;20;TO_DATE('2013-06-04','YYYY-MM-DD');286183;
3963131;4715;72;6;12;TO_DATE('2013-10-26','YYYY-MM-DD');18309;
3640826;5132;72;9;13;TO_DATE('2013-08-30','YYYY-MM-DD');194803;
4819881;5857;58;24;6;TO_DATE('2013-09-15','YYYY-MM-DD');176177;
4961820;4552;61;24;15;TO_DATE('2013-11-27','YYYY-MM-DD');154089;
558562;5797;66;24;2;TO_DATE('2013-12-31','YYYY-MM-DD');211586;
380636;5738;70;4;7;TO_DATE('2013-04-19','YYYY-MM-DD');162948;
4521805;5840;72;2;17;TO_DATE('2013-12-30','YYYY-MM-DD');287997;
9449224;6007;38;29;13;TO_DATE('2013-10-26','YYYY-MM-DD');244826;
5063870;5787;39;27;3;TO_DATE('2014-02-12','YYYY-MM-DD');147105;
2276522;6210;41;17;14;TO_DATE('2013-07-18','YYYY-MM-DD');168487;
1069342;6232;50;27;14;TO_DATE('2013-12-10','YYYY-MM-DD');208179;
5763988;6195;51;28;1;TO_DATE('2013-07-20','YYYY-MM-DD');221157;
8576738;4650;51;22;8;TO_DATE('2013-09-06','YYYY-MM-DD');271587;
3735989;6184;54;14;5;TO_DATE('2013-11-24','YYYY-MM-DD');119045;
1498209;4720;54;23;16;TO_DATE('2013-04-30','YYYY-MM-DD');189296;
1682252;6367;53;19;19;TO_DATE('2013-07-20','YYYY-MM-DD');23231;
4684998;5371;70;3;4;TO_DATE('2014-03-24','YYYY-MM-DD');192786;
6087680;6149;46;19;20;TO_DATE('2013-10-26','YYYY-MM-DD');111459;
1362242;4935;17;29;19;TO_DATE('2013-11-06','YYYY-MM-DD');21809;
5453908;5014;55;28;20;TO_DATE('2013-08-12','YYYY-MM-DD');273094;
1763352;4619;4;20;20;TO_DATE('2013-05-06','YYYY-MM-DD');26225;
6665265;5365;52;18;3;TO_DATE('2013-04-29','YYYY-MM-DD');151120;
6213346;4568;60;22;8;TO_DATE('2013-10-24','YYYY-MM-DD');37537;
7545472;5888;63;25;4;TO_DATE('2013-07-08','YYYY-MM-DD');278914;
5878528;6047;71;1;19;TO_DATE('2013-04-29','YYYY-MM-DD');26777;
5580351;6097;13;22;15;TO_DATE('2013-08-06','YYYY-MM-DD');53799;
496319;6195;65;28;2;TO_DATE('2014-03-24','YYYY-MM-DD');82060;
2168873;5859;68;5;17;TO_DATE('2014-03-31','YYYY-MM-DD');150812;
5270482;6305;71;8;1;TO_DATE('2013-11-01','YYYY-MM-DD');193275;
3990921;4970;68;2;8;TO_DATE('2014-04-07','YYYY-MM-DD');83043;
9858388;5941;14;17;6;TO_DATE('2013-04-21','YYYY-MM-DD');250328;
9370114;6430;67;1;2;TO_DATE('2014-02-22','YYYY-MM-DD');13807;
7829076;5523;53;21;15;TO_DATE('2014-03-17','YYYY-MM-DD');291636;
4897423;4969;68;2;5;TO_DATE('2014-02-09','YYYY-MM-DD');190163;
5970454;5372;58;24;3;TO_DATE('2013-06-01','YYYY-MM-DD');146299;
9226353;6393;65;29;20;TO_DATE('2014-02-06','YYYY-MM-DD');169931;
5308176;5810;28;16;4;TO_DATE('2013-06-23','YYYY-MM-DD');62286;
2853694;4588;71;1;14;TO_DATE('2014-02-05','YYYY-MM-DD');253559;
9795313;5601;69;8;5;TO_DATE('2013-09-25','YYYY-MM-DD');169532;
1893313;6377;7;26;1;TO_DATE('2013-12-10','YYYY-MM-DD');202435;
5438407;5142;63;15;17;TO_DATE('2013-08-23','YYYY-MM-DD');268625;
6399183;5338;60;11;8;TO_DATE('2013-07-09','YYYY-MM-DD');184275;
7303040;5985;70;9;9;TO_DATE('2013-04-30','YYYY-MM-DD');31934;
6986780;5367;66;18;8;TO_DATE('2013-10-24','YYYY-MM-DD');82870;
8325729;5618;13;19;13;TO_DATE('2014-01-11','YYYY-MM-DD');264770;
1793056;4783;62;27;6;TO_DATE('2013-05-17','YYYY-MM-DD');162221;
1181772;4878;6;19;3;TO_DATE('2013-12-31','YYYY-MM-DD');226616;
