COD_BODEGA;COD_PEDIDO;TIPO_NOTIFICACION;MENSAJE_E_MAIL;
824;9076199;'Cierre Bodega';'La bodega con identificador 824 está en mantenimiento.';
3333;9076199;'Cierre Bodega';'La bodega con identificador 3333 está en mantenimiento.';
2929;3820482;'Balanceo Bodega';'La bodega con identificador 2929 está enviando productos a una nueva bodega.';
2538;9086421;'Cierre Bodega';'La bodega con identificador 2538 está en ampliacion.';
2824;7254755;'Cierre Bodega';'La bodega con identificador 2824 está en mantenimiento.';
2937;7608732;'Cierre Bodega';'La bodega con identificador 2937 está en ampliacion.';
2491;6417518;'Cierre Bodega';'La bodega con identificador 2491 está en mantenimiento.';
393;8957094;'Cierre Bodega';'La bodega con identificador 393 está en mantenimiento.';
913;8957094;'Balanceo Bodega';'La bodega con identificador 913 está enviando productos a una nueva bodega.';
2609;4192659;'Cierre Bodega';'La bodega con identificador 2609 está en ampliacion.';
1722;4192659;'Cierre Bodega';'La bodega con identificador 1722 está en ampliacion.';
1018;1731676;'Balanceo Bodega';'La bodega con identificador 1018 está enviando productos a una nueva bodega.';
3793;2210662;'Cierre Bodega';'La bodega con identificador 3793 está en mantenimiento.';
873;6778304;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
1523;4648676;'Balanceo Bodega';'La bodega con identificador 1523 está enviando productos a una nueva bodega.';
961;9269270;'Cierre Bodega';'La bodega con identificador 961 está en ampliacion.';
1931;8075934;'Cierre Bodega';'La bodega con identificador 1931 está en ampliacion.';
813;8075934;'Cierre Bodega';'La bodega con identificador 813 está en mantenimiento.';
83;7660979;'Cierre Bodega';'La bodega con identificador 83 está en mantenimiento.';
3129;7660979;'Balanceo Bodega';'La bodega con identificador 3129 está enviando productos a una nueva bodega.';
2106;2991447;'Cierre Bodega';'La bodega con identificador 2106 está en ampliacion.';
1556;1802869;'Cierre Bodega';'La bodega con identificador 1556 está en mantenimiento.';
1568;3817149;'Cierre Bodega';'La bodega con identificador 1568 está en mantenimiento.';
739;3876772;'Cierre Bodega';'La bodega con identificador 739 está en ampliacion.';
2438;2293702;'Cierre Bodega';'La bodega con identificador 2438 está en ampliacion.';
3956;7046989;'Cierre Bodega';'La bodega con identificador 3956 está en ampliacion.';
3954;5906702;'Cierre Bodega';'La bodega con identificador 3954 está en ampliacion.';
1556;7981416;'Cierre Bodega';'La bodega con identificador 1556 está en mantenimiento.';
928;6694418;'Cierre Bodega';'La bodega con identificador 928 está en mantenimiento.';
1238;6694418;'Cierre Bodega';'La bodega con identificador 1238 está en ampliacion.';
1424;2239210;'Cierre Bodega';'La bodega con identificador 1424 está en ampliacion.';
3460;5358206;'Cierre Bodega';'La bodega con identificador 3460 está en ampliacion.';
3690;5208346;'Cierre Bodega';'La bodega con identificador 3690 está en ampliacion.';
1106;5208346;'Cierre Bodega';'La bodega con identificador 1106 está en mantenimiento.';
4371;7440156;'Cierre Bodega';'La bodega con identificador 4371 está en ampliacion.';
1893;6296427;'Cierre Bodega';'La bodega con identificador 1893 está en mantenimiento.';
1976;767608;'Cierre Bodega';'La bodega con identificador 1976 está en mantenimiento.';
2991;9823740;'Cierre Bodega';'La bodega con identificador 2991 está en mantenimiento.';
709;9823740;'Cierre Bodega';'La bodega con identificador 709 está en mantenimiento.';
3661;3096125;'Cierre Bodega';'La bodega con identificador 3661 está en mantenimiento.';
1602;3139259;'Cierre Bodega';'La bodega con identificador 1602 está en ampliacion.';
3878;7543884;'Cierre Bodega';'La bodega con identificador 3878 está en ampliacion.';
1844;6148390;'Cierre Bodega';'La bodega con identificador 1844 está en mantenimiento.';
4120;7266835;'Cierre Bodega';'La bodega con identificador 4120 está en ampliacion.';
3526;3451635;'Cierre Bodega';'La bodega con identificador 3526 está en ampliacion.';
26;8152380;'Balanceo Bodega';'La bodega con identificador 26 está enviando productos a una nueva bodega.';
2758;774132;'Balanceo Bodega';'La bodega con identificador 2758 está enviando productos a una nueva bodega.';
3661;774132;'Cierre Bodega';'La bodega con identificador 3661 está en mantenimiento.';
3999;8184928;'Cierre Bodega';'La bodega con identificador 3999 está en ampliacion.';
2089;15910;'Cierre Bodega';'La bodega con identificador 2089 está en ampliacion.';
119;15910;'Cierre Bodega';'La bodega con identificador 119 está en mantenimiento.';
873;469834;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
4162;3795244;'Cierre Bodega';'La bodega con identificador 4162 está en ampliacion.';
1306;3036335;'Balanceo Bodega';'La bodega con identificador 1306 está enviando productos a una nueva bodega.';
3081;3036335;'Cierre Bodega';'La bodega con identificador 3081 está en mantenimiento.';
231;5596207;'Cierre Bodega';'La bodega con identificador 231 está en mantenimiento.';
960;3325798;'Cierre Bodega';'La bodega con identificador 960 está en mantenimiento.';
1969;7491698;'Balanceo Bodega';'La bodega con identificador 1969 está enviando productos a una nueva bodega.';
3306;7491698;'Cierre Bodega';'La bodega con identificador 3306 está en mantenimiento.';
3991;3352526;'Balanceo Bodega';'La bodega con identificador 3991 está enviando productos a una nueva bodega.';
3661;806579;'Cierre Bodega';'La bodega con identificador 3661 está en mantenimiento.';
3575;9345379;'Cierre Bodega';'La bodega con identificador 3575 está en ampliacion.';
4370;1208778;'Cierre Bodega';'La bodega con identificador 4370 está en ampliacion.';
3060;3961272;'Cierre Bodega';'La bodega con identificador 3060 está en mantenimiento.';
3445;5952208;'Cierre Bodega';'La bodega con identificador 3445 está en mantenimiento.';
3837;5961055;'Balanceo Bodega';'La bodega con identificador 3837 está enviando productos a una nueva bodega.';
546;5961055;'Cierre Bodega';'La bodega con identificador 546 está en ampliacion.';
2287;1003608;'Cierre Bodega';'La bodega con identificador 2287 está en ampliacion.';
3524;6826541;'Cierre Bodega';'La bodega con identificador 3524 está en ampliacion.';
1568;2585138;'Cierre Bodega';'La bodega con identificador 1568 está en mantenimiento.';
4371;3122653;'Cierre Bodega';'La bodega con identificador 4371 está en ampliacion.';
1492;9301631;'Cierre Bodega';'La bodega con identificador 1492 está en ampliacion.';
842;5760080;'Cierre Bodega';'La bodega con identificador 842 está en ampliacion.';
3147;9975519;'Balanceo Bodega';'La bodega con identificador 3147 está enviando productos a una nueva bodega.';
1556;9975519;'Cierre Bodega';'La bodega con identificador 1556 está en mantenimiento.';
1492;617839;'Cierre Bodega';'La bodega con identificador 1492 está en ampliacion.';
873;5516111;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
4088;1667354;'Balanceo Bodega';'La bodega con identificador 4088 está enviando productos a una nueva bodega.';
3141;7715920;'Cierre Bodega';'La bodega con identificador 3141 está en ampliacion.';
1912;8594019;'Balanceo Bodega';'La bodega con identificador 1912 está enviando productos a una nueva bodega.';
3526;8594019;'Cierre Bodega';'La bodega con identificador 3526 está en ampliacion.';
25;4654175;'Balanceo Bodega';'La bodega con identificador 25 está enviando productos a una nueva bodega.';
2609;7332311;'Cierre Bodega';'La bodega con identificador 2609 está en ampliacion.';
226;4857694;'Balanceo Bodega';'La bodega con identificador 226 está enviando productos a una nueva bodega.';
574;2660865;'Cierre Bodega';'La bodega con identificador 574 está en ampliacion.';
688;1932355;'Cierre Bodega';'La bodega con identificador 688 está en mantenimiento.';
4433;2828958;'Cierre Bodega';'La bodega con identificador 4433 está en mantenimiento.';
4043;3405461;'Cierre Bodega';'La bodega con identificador 4043 está en ampliacion.';
574;3405461;'Cierre Bodega';'La bodega con identificador 574 está en ampliacion.';
1865;2459935;'Cierre Bodega';'La bodega con identificador 1865 está en mantenimiento.';
320;8857625;'Balanceo Bodega';'La bodega con identificador 320 está enviando productos a una nueva bodega.';
1713;4106242;'Cierre Bodega';'La bodega con identificador 1713 está en ampliacion.';
1730;4624411;'Balanceo Bodega';'La bodega con identificador 1730 está enviando productos a una nueva bodega.';
112;8462372;'Cierre Bodega';'La bodega con identificador 112 está en ampliacion.';
308;9946264;'Cierre Bodega';'La bodega con identificador 308 está en mantenimiento.';
4451;3877446;'Cierre Bodega';'La bodega con identificador 4451 está en mantenimiento.';
3922;4892986;'Cierre Bodega';'La bodega con identificador 3922 está en mantenimiento.';
4369;4892986;'Cierre Bodega';'La bodega con identificador 4369 está en ampliacion.';
3400;9950465;'Cierre Bodega';'La bodega con identificador 3400 está en mantenimiento.';
4465;9950465;'Balanceo Bodega';'La bodega con identificador 4465 está enviando productos a una nueva bodega.';
944;813234;'Cierre Bodega';'La bodega con identificador 944 está en ampliacion.';
4190;531215;'Cierre Bodega';'La bodega con identificador 4190 está en mantenimiento.';
2863;377858;'Cierre Bodega';'La bodega con identificador 2863 está en ampliacion.';
2941;3661264;'Cierre Bodega';'La bodega con identificador 2941 está en mantenimiento.';
2089;3661264;'Cierre Bodega';'La bodega con identificador 2089 está en ampliacion.';
2112;6735450;'Cierre Bodega';'La bodega con identificador 2112 está en mantenimiento.';
239;6735450;'Cierre Bodega';'La bodega con identificador 239 está en mantenimiento.';
4100;9634142;'Cierre Bodega';'La bodega con identificador 4100 está en mantenimiento.';
3323;1165161;'Cierre Bodega';'La bodega con identificador 3323 está en ampliacion.';
184;8601788;'Cierre Bodega';'La bodega con identificador 184 está en mantenimiento.';
2473;3065606;'Balanceo Bodega';'La bodega con identificador 2473 está enviando productos a una nueva bodega.';
2332;3065606;'Balanceo Bodega';'La bodega con identificador 2332 está enviando productos a una nueva bodega.';
4442;8299685;'Cierre Bodega';'La bodega con identificador 4442 está en ampliacion.';
1286;4873187;'Balanceo Bodega';'La bodega con identificador 1286 está enviando productos a una nueva bodega.';
1646;9811591;'Cierre Bodega';'La bodega con identificador 1646 está en mantenimiento.';
896;4244560;'Cierre Bodega';'La bodega con identificador 896 está en ampliacion.';
3423;4244560;'Cierre Bodega';'La bodega con identificador 3423 está en mantenimiento.';
555;9239465;'Cierre Bodega';'La bodega con identificador 555 está en mantenimiento.';
3017;2335846;'Cierre Bodega';'La bodega con identificador 3017 está en ampliacion.';
2355;9925952;'Cierre Bodega';'La bodega con identificador 2355 está en ampliacion.';
2538;6028012;'Cierre Bodega';'La bodega con identificador 2538 está en ampliacion.';
1150;7632119;'Balanceo Bodega';'La bodega con identificador 1150 está enviando productos a una nueva bodega.';
1410;7632119;'Cierre Bodega';'La bodega con identificador 1410 está en ampliacion.';
3534;8743110;'Cierre Bodega';'La bodega con identificador 3534 está en ampliacion.';
1057;705331;'Cierre Bodega';'La bodega con identificador 1057 está en ampliacion.';
2176;9406291;'Cierre Bodega';'La bodega con identificador 2176 está en mantenimiento.';
3445;1046910;'Cierre Bodega';'La bodega con identificador 3445 está en mantenimiento.';
3017;7623113;'Cierre Bodega';'La bodega con identificador 3017 está en ampliacion.';
4197;3110973;'Cierre Bodega';'La bodega con identificador 4197 está en mantenimiento.';
3924;3110973;'Cierre Bodega';'La bodega con identificador 3924 está en ampliacion.';
267;8159792;'Cierre Bodega';'La bodega con identificador 267 está en mantenimiento.';
3858;3045263;'Balanceo Bodega';'La bodega con identificador 3858 está enviando productos a una nueva bodega.';
1001;7113031;'Cierre Bodega';'La bodega con identificador 1001 está en ampliacion.';
3385;7239533;'Balanceo Bodega';'La bodega con identificador 3385 está enviando productos a una nueva bodega.';
1646;7942558;'Cierre Bodega';'La bodega con identificador 1646 está en mantenimiento.';
2875;3313467;'Cierre Bodega';'La bodega con identificador 2875 está en mantenimiento.';
3260;5658227;'Cierre Bodega';'La bodega con identificador 3260 está en ampliacion.';
83;9555159;'Cierre Bodega';'La bodega con identificador 83 está en mantenimiento.';
2844;5651110;'Balanceo Bodega';'La bodega con identificador 2844 está enviando productos a una nueva bodega.';
412;9282045;'Cierre Bodega';'La bodega con identificador 412 está en mantenimiento.';
2609;9282045;'Cierre Bodega';'La bodega con identificador 2609 está en ampliacion.';
2492;3770255;'Cierre Bodega';'La bodega con identificador 2492 está en mantenimiento.';
61;2198158;'Cierre Bodega';'La bodega con identificador 61 está en mantenimiento.';
713;3355117;'Cierre Bodega';'La bodega con identificador 713 está en mantenimiento.';
3131;457007;'Cierre Bodega';'La bodega con identificador 3131 está en mantenimiento.';
3005;260364;'Cierre Bodega';'La bodega con identificador 3005 está en mantenimiento.';
3322;321538;'Cierre Bodega';'La bodega con identificador 3322 está en ampliacion.';
608;2061557;'Cierre Bodega';'La bodega con identificador 608 está en mantenimiento.';
2188;6728757;'Balanceo Bodega';'La bodega con identificador 2188 está enviando productos a una nueva bodega.';
2046;4356773;'Cierre Bodega';'La bodega con identificador 2046 está en ampliacion.';
2491;8774102;'Cierre Bodega';'La bodega con identificador 2491 está en mantenimiento.';
3007;939563;'Cierre Bodega';'La bodega con identificador 3007 está en mantenimiento.';
3610;1824418;'Cierre Bodega';'La bodega con identificador 3610 está en ampliacion.';
944;4555676;'Cierre Bodega';'La bodega con identificador 944 está en ampliacion.';
3007;9786660;'Cierre Bodega';'La bodega con identificador 3007 está en mantenimiento.';
1624;9786660;'Cierre Bodega';'La bodega con identificador 1624 está en ampliacion.';
944;5234135;'Cierre Bodega';'La bodega con identificador 944 está en ampliacion.';
2875;490087;'Cierre Bodega';'La bodega con identificador 2875 está en mantenimiento.';
1828;3225148;'Cierre Bodega';'La bodega con identificador 1828 está en mantenimiento.';
3711;3225148;'Cierre Bodega';'La bodega con identificador 3711 está en mantenimiento.';
361;2687679;'Cierre Bodega';'La bodega con identificador 361 está en mantenimiento.';
1616;3230426;'Cierre Bodega';'La bodega con identificador 1616 está en mantenimiento.';
3288;2548288;'Balanceo Bodega';'La bodega con identificador 3288 está enviando productos a una nueva bodega.';
923;2735781;'Cierre Bodega';'La bodega con identificador 923 está en mantenimiento.';
1383;697170;'Cierre Bodega';'La bodega con identificador 1383 está en ampliacion.';
2295;6611625;'Balanceo Bodega';'La bodega con identificador 2295 está enviando productos a una nueva bodega.';
1119;1578973;'Cierre Bodega';'La bodega con identificador 1119 está en ampliacion.';
535;1578973;'Cierre Bodega';'La bodega con identificador 535 está en mantenimiento.';
3793;1371722;'Cierre Bodega';'La bodega con identificador 3793 está en mantenimiento.';
1597;1371722;'Cierre Bodega';'La bodega con identificador 1597 está en mantenimiento.';
879;8142156;'Cierre Bodega';'La bodega con identificador 879 está en mantenimiento.';
2089;2657070;'Cierre Bodega';'La bodega con identificador 2089 está en ampliacion.';
920;7879070;'Cierre Bodega';'La bodega con identificador 920 está en ampliacion.';
375;7322730;'Cierre Bodega';'La bodega con identificador 375 está en ampliacion.';
2225;2547510;'Cierre Bodega';'La bodega con identificador 2225 está en ampliacion.';
3333;1314140;'Cierre Bodega';'La bodega con identificador 3333 está en mantenimiento.';
44;5435806;'Cierre Bodega';'La bodega con identificador 44 está en ampliacion.';
1086;5717;'Cierre Bodega';'La bodega con identificador 1086 está en ampliacion.';
1587;6015942;'Cierre Bodega';'La bodega con identificador 1587 está en mantenimiento.';
873;7400764;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
4115;7400764;'Cierre Bodega';'La bodega con identificador 4115 está en mantenimiento.';
3051;8169695;'Cierre Bodega';'La bodega con identificador 3051 está en ampliacion.';
2715;802506;'Balanceo Bodega';'La bodega con identificador 2715 está enviando productos a una nueva bodega.';
1332;4839473;'Cierre Bodega';'La bodega con identificador 1332 está en mantenimiento.';
357;4839473;'Cierre Bodega';'La bodega con identificador 357 está en mantenimiento.';
425;9372053;'Cierre Bodega';'La bodega con identificador 425 está en ampliacion.';
3284;3586634;'Cierre Bodega';'La bodega con identificador 3284 está en ampliacion.';
2736;5908458;'Balanceo Bodega';'La bodega con identificador 2736 está enviando productos a una nueva bodega.';
1816;550031;'Cierre Bodega';'La bodega con identificador 1816 está en ampliacion.';
4454;550031;'Cierre Bodega';'La bodega con identificador 4454 está en mantenimiento.';
664;3424976;'Cierre Bodega';'La bodega con identificador 664 está en ampliacion.';
1367;8075596;'Cierre Bodega';'La bodega con identificador 1367 está en ampliacion.';
2088;9772831;'Balanceo Bodega';'La bodega con identificador 2088 está enviando productos a una nueva bodega.';
3900;6748042;'Cierre Bodega';'La bodega con identificador 3900 está en ampliacion.';
2189;1334947;'Balanceo Bodega';'La bodega con identificador 2189 está enviando productos a una nueva bodega.';
1310;284567;'Cierre Bodega';'La bodega con identificador 1310 está en mantenimiento.';
534;1420290;'Cierre Bodega';'La bodega con identificador 534 está en ampliacion.';
2200;779962;'Balanceo Bodega';'La bodega con identificador 2200 está enviando productos a una nueva bodega.';
3791;779962;'Cierre Bodega';'La bodega con identificador 3791 está en mantenimiento.';
44;779962;'Cierre Bodega';'La bodega con identificador 44 está en ampliacion.';
136;7653846;'Cierre Bodega';'La bodega con identificador 136 está en mantenimiento.';
1820;21955;'Cierre Bodega';'La bodega con identificador 1820 está en mantenimiento.';
1172;5043580;'Cierre Bodega';'La bodega con identificador 1172 está en ampliacion.';
1701;4769172;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
1568;945113;'Cierre Bodega';'La bodega con identificador 1568 está en mantenimiento.';
3591;945113;'Cierre Bodega';'La bodega con identificador 3591 está en mantenimiento.';
119;2918773;'Cierre Bodega';'La bodega con identificador 119 está en mantenimiento.';
2991;7965164;'Cierre Bodega';'La bodega con identificador 2991 está en mantenimiento.';
1941;7003724;'Balanceo Bodega';'La bodega con identificador 1941 está enviando productos a una nueva bodega.';
215;3128325;'Balanceo Bodega';'La bodega con identificador 215 está enviando productos a una nueva bodega.';
2036;9537835;'Cierre Bodega';'La bodega con identificador 2036 está en ampliacion.';
2490;3123587;'Cierre Bodega';'La bodega con identificador 2490 está en ampliacion.';
3872;1138268;'Cierre Bodega';'La bodega con identificador 3872 está en mantenimiento.';
2089;4719245;'Cierre Bodega';'La bodega con identificador 2089 está en ampliacion.';
524;4719245;'Balanceo Bodega';'La bodega con identificador 524 está enviando productos a una nueva bodega.';
2046;3254289;'Cierre Bodega';'La bodega con identificador 2046 está en ampliacion.';
2991;3254289;'Cierre Bodega';'La bodega con identificador 2991 está en mantenimiento.';
2604;6388270;'Cierre Bodega';'La bodega con identificador 2604 está en mantenimiento.';
4270;9257994;'Cierre Bodega';'La bodega con identificador 4270 está en ampliacion.';
3011;1409174;'Balanceo Bodega';'La bodega con identificador 3011 está enviando productos a una nueva bodega.';
1655;5997157;'Cierre Bodega';'La bodega con identificador 1655 está en ampliacion.';
1665;5531144;'Balanceo Bodega';'La bodega con identificador 1665 está enviando productos a una nueva bodega.';
1256;5636035;'Cierre Bodega';'La bodega con identificador 1256 está en mantenimiento.';
3866;350737;'Cierre Bodega';'La bodega con identificador 3866 está en ampliacion.';
1237;350737;'Cierre Bodega';'La bodega con identificador 1237 está en mantenimiento.';
3534;4378812;'Cierre Bodega';'La bodega con identificador 3534 está en ampliacion.';
873;4378812;'Cierre Bodega';'La bodega con identificador 873 está en mantenimiento.';
3493;3584135;'Cierre Bodega';'La bodega con identificador 3493 está en mantenimiento.';
633;889250;'Cierre Bodega';'La bodega con identificador 633 está en mantenimiento.';
613;889250;'Cierre Bodega';'La bodega con identificador 613 está en ampliacion.';
2373;6138016;'Balanceo Bodega';'La bodega con identificador 2373 está enviando productos a una nueva bodega.';
2690;6138016;'Balanceo Bodega';'La bodega con identificador 2690 está enviando productos a una nueva bodega.';
2370;3363165;'Cierre Bodega';'La bodega con identificador 2370 está en ampliacion.';
4370;4494052;'Cierre Bodega';'La bodega con identificador 4370 está en ampliacion.';
982;5295225;'Balanceo Bodega';'La bodega con identificador 982 está enviando productos a una nueva bodega.';
4388;9167019;'Balanceo Bodega';'La bodega con identificador 4388 está enviando productos a una nueva bodega.';
1616;6151518;'Cierre Bodega';'La bodega con identificador 1616 está en mantenimiento.';
933;3791595;'Balanceo Bodega';'La bodega con identificador 933 está enviando productos a una nueva bodega.';
3079;3369046;'Cierre Bodega';'La bodega con identificador 3079 está en mantenimiento.';
2297;6678185;'Cierre Bodega';'La bodega con identificador 2297 está en mantenimiento.';
3746;754097;'Balanceo Bodega';'La bodega con identificador 3746 está enviando productos a una nueva bodega.';
3947;754097;'Balanceo Bodega';'La bodega con identificador 3947 está enviando productos a una nueva bodega.';
1237;3759790;'Cierre Bodega';'La bodega con identificador 1237 está en mantenimiento.';
633;3759790;'Cierre Bodega';'La bodega con identificador 633 está en mantenimiento.';
3334;9283211;'Cierre Bodega';'La bodega con identificador 3334 está en ampliacion.';
2009;2230741;'Balanceo Bodega';'La bodega con identificador 2009 está enviando productos a una nueva bodega.';
2123;2230741;'Balanceo Bodega';'La bodega con identificador 2123 está enviando productos a una nueva bodega.';
2448;2230741;'Balanceo Bodega';'La bodega con identificador 2448 está enviando productos a una nueva bodega.';
2706;1449516;'Balanceo Bodega';'La bodega con identificador 2706 está enviando productos a una nueva bodega.';
3041;8229360;'Cierre Bodega';'La bodega con identificador 3041 está en ampliacion.';
3524;7819193;'Cierre Bodega';'La bodega con identificador 3524 está en ampliacion.';
3361;9846273;'Cierre Bodega';'La bodega con identificador 3361 está en ampliacion.';
1559;1831346;'Balanceo Bodega';'La bodega con identificador 1559 está enviando productos a una nueva bodega.';
3369;3538151;'Cierre Bodega';'La bodega con identificador 3369 está en mantenimiento.';
194;3822374;'Cierre Bodega';'La bodega con identificador 194 está en ampliacion.';
1213;9342701;'Cierre Bodega';'La bodega con identificador 1213 está en ampliacion.';
4076;3028196;'Cierre Bodega';'La bodega con identificador 4076 está en ampliacion.';
4245;2279421;'Balanceo Bodega';'La bodega con identificador 4245 está enviando productos a una nueva bodega.';
185;274100;'Balanceo Bodega';'La bodega con identificador 185 está enviando productos a una nueva bodega.';
3642;274100;'Cierre Bodega';'La bodega con identificador 3642 está en mantenimiento.';
3450;1080516;'Cierre Bodega';'La bodega con identificador 3450 está en mantenimiento.';
1109;6520325;'Cierre Bodega';'La bodega con identificador 1109 está en ampliacion.';
2202;6520325;'Balanceo Bodega';'La bodega con identificador 2202 está enviando productos a una nueva bodega.';
1084;8422153;'Balanceo Bodega';'La bodega con identificador 1084 está enviando productos a una nueva bodega.';
2408;9174105;'Balanceo Bodega';'La bodega con identificador 2408 está enviando productos a una nueva bodega.';
2238;7644814;'Balanceo Bodega';'La bodega con identificador 2238 está enviando productos a una nueva bodega.';
3667;5600184;'Balanceo Bodega';'La bodega con identificador 3667 está enviando productos a una nueva bodega.';
1049;5600184;'Cierre Bodega';'La bodega con identificador 1049 está en ampliacion.';
3657;9034675;'Cierre Bodega';'La bodega con identificador 3657 está en ampliacion.';
1627;6252267;'Cierre Bodega';'La bodega con identificador 1627 está en mantenimiento.';
482;533824;'Cierre Bodega';'La bodega con identificador 482 está en mantenimiento.';
296;1478461;'Cierre Bodega';'La bodega con identificador 296 está en ampliacion.';
2047;7202881;'Balanceo Bodega';'La bodega con identificador 2047 está enviando productos a una nueva bodega.';
740;3897610;'Cierre Bodega';'La bodega con identificador 740 está en mantenimiento.';
1627;318535;'Cierre Bodega';'La bodega con identificador 1627 está en mantenimiento.';
805;5026347;'Cierre Bodega';'La bodega con identificador 805 está en mantenimiento.';
3663;1013468;'Cierre Bodega';'La bodega con identificador 3663 está en ampliacion.';
2006;2798551;'Balanceo Bodega';'La bodega con identificador 2006 está enviando productos a una nueva bodega.';
1467;9395105;'Cierre Bodega';'La bodega con identificador 1467 está en ampliacion.';
2925;1272380;'Balanceo Bodega';'La bodega con identificador 2925 está enviando productos a una nueva bodega.';
3148;4337929;'Balanceo Bodega';'La bodega con identificador 3148 está enviando productos a una nueva bodega.';
2073;4337929;'Cierre Bodega';'La bodega con identificador 2073 está en ampliacion.';
3173;6313740;'Cierre Bodega';'La bodega con identificador 3173 está en mantenimiento.';
1219;6313740;'Cierre Bodega';'La bodega con identificador 1219 está en ampliacion.';
3817;1422957;'Balanceo Bodega';'La bodega con identificador 3817 está enviando productos a una nueva bodega.';
1405;1422957;'Cierre Bodega';'La bodega con identificador 1405 está en mantenimiento.';
3046;9800212;'Balanceo Bodega';'La bodega con identificador 3046 está enviando productos a una nueva bodega.';
1237;8757646;'Cierre Bodega';'La bodega con identificador 1237 está en mantenimiento.';
3369;7476269;'Cierre Bodega';'La bodega con identificador 3369 está en mantenimiento.';
1391;6732661;'Cierre Bodega';'La bodega con identificador 1391 está en mantenimiento.';
231;5317250;'Cierre Bodega';'La bodega con identificador 231 está en mantenimiento.';
2355;9542931;'Cierre Bodega';'La bodega con identificador 2355 está en ampliacion.';
835;2883289;'Balanceo Bodega';'La bodega con identificador 835 está enviando productos a una nueva bodega.';
412;7675909;'Cierre Bodega';'La bodega con identificador 412 está en mantenimiento.';
574;7675909;'Cierre Bodega';'La bodega con identificador 574 está en ampliacion.';
664;7675909;'Cierre Bodega';'La bodega con identificador 664 está en ampliacion.';
833;9147959;'Cierre Bodega';'La bodega con identificador 833 está en mantenimiento.';
2782;9231402;'Balanceo Bodega';'La bodega con identificador 2782 está enviando productos a una nueva bodega.';
2106;5812906;'Cierre Bodega';'La bodega con identificador 2106 está en ampliacion.';
1332;6622229;'Cierre Bodega';'La bodega con identificador 1332 está en mantenimiento.';
3039;1380906;'Balanceo Bodega';'La bodega con identificador 3039 está enviando productos a una nueva bodega.';
3246;4936298;'Balanceo Bodega';'La bodega con identificador 3246 está enviando productos a una nueva bodega.';
2470;4851091;'Balanceo Bodega';'La bodega con identificador 2470 está enviando productos a una nueva bodega.';
2665;8741194;'Balanceo Bodega';'La bodega con identificador 2665 está enviando productos a una nueva bodega.';
3060;1250310;'Cierre Bodega';'La bodega con identificador 3060 está en mantenimiento.';
1653;7219174;'Balanceo Bodega';'La bodega con identificador 1653 está enviando productos a una nueva bodega.';
3017;6669590;'Cierre Bodega';'La bodega con identificador 3017 está en ampliacion.';
2703;1824877;'Cierre Bodega';'La bodega con identificador 2703 está en mantenimiento.';
4269;1824877;'Balanceo Bodega';'La bodega con identificador 4269 está enviando productos a una nueva bodega.';
4300;3739277;'Cierre Bodega';'La bodega con identificador 4300 está en mantenimiento.';
2832;8148506;'Balanceo Bodega';'La bodega con identificador 2832 está enviando productos a una nueva bodega.';
1945;2746844;'Balanceo Bodega';'La bodega con identificador 1945 está enviando productos a una nueva bodega.';
2254;3180917;'Cierre Bodega';'La bodega con identificador 2254 está en ampliacion.';
4042;5533170;'Balanceo Bodega';'La bodega con identificador 4042 está enviando productos a una nueva bodega.';
4045;5533170;'Balanceo Bodega';'La bodega con identificador 4045 está enviando productos a una nueva bodega.';
3574;8604535;'Cierre Bodega';'La bodega con identificador 3574 está en ampliacion.';
156;5111905;'Cierre Bodega';'La bodega con identificador 156 está en mantenimiento.';
1278;9294976;'Balanceo Bodega';'La bodega con identificador 1278 está enviando productos a una nueva bodega.';
184;8275694;'Cierre Bodega';'La bodega con identificador 184 está en mantenimiento.';
4172;6369574;'Cierre Bodega';'La bodega con identificador 4172 está en ampliacion.';
3885;4533761;'Cierre Bodega';'La bodega con identificador 3885 está en mantenimiento.';
3573;5051049;'Cierre Bodega';'La bodega con identificador 3573 está en ampliacion.';
3259;5546243;'Cierre Bodega';'La bodega con identificador 3259 está en mantenimiento.';
3738;5546243;'Cierre Bodega';'La bodega con identificador 3738 está en ampliacion.';
961;8693116;'Cierre Bodega';'La bodega con identificador 961 está en ampliacion.';
68;9975920;'Balanceo Bodega';'La bodega con identificador 68 está enviando productos a una nueva bodega.';
1718;9975920;'Balanceo Bodega';'La bodega con identificador 1718 está enviando productos a una nueva bodega.';
2605;513494;'Balanceo Bodega';'La bodega con identificador 2605 está enviando productos a una nueva bodega.';
3536;2378827;'Cierre Bodega';'La bodega con identificador 3536 está en mantenimiento.';
1766;2039772;'Balanceo Bodega';'La bodega con identificador 1766 está enviando productos a una nueva bodega.';
3322;8602841;'Cierre Bodega';'La bodega con identificador 3322 está en ampliacion.';
1781;8602841;'Cierre Bodega';'La bodega con identificador 1781 está en mantenimiento.';
1849;9071099;'Balanceo Bodega';'La bodega con identificador 1849 está enviando productos a una nueva bodega.';
1931;6622356;'Cierre Bodega';'La bodega con identificador 1931 está en ampliacion.';
